Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A01
Wafer ID                :N64S03A01
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 11:33:24 2026
Test End Date           :Wed May 13 11:46:52 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     40    7.29    509   92.71

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
139,1,5,5,11,14,3.8222,75.233,75.239,75.239,12.403,12.382,12.373,12.37,12.368,12.368,12.368,12.368,12.367,12.369,12.37,12.369,12.369,12.37,12.371,12.371,12.371,12.371,12.372,12.371,12.372,21.269,264.94,75.26,75.229,30.289,6.3133,6.3118,0.0015,312.4,6.1692,75.283
140,1,5,5,10,14,3.7881,75.189,75.197,75.2,12.295,12.272,12.262,12.258,12.257,12.258,12.257,12.257,12.258,12.258,12.257,12.258,12.259,12.26,12.26,12.26,12.26,12.261,12.26,12.261,12.261,22.754,265.08,75.154,75.15,3.6621,6.308,6.3059,0.002,312.59,6.1637,75.262
141,1,5,5,9,14,3.8577,74.388,74.39,74.393,12.053,12.031,12.019,12.015,12.014,12.014,12.014,12.013,12.014,12.014,12.014,12.013,12.014,12.016,12.016,12.015,12.015,12.017,12.016,12.017,12.017,22.241,264.96,74.302,74.264,37.613,6.4112,6.4095,0.0018,312.44,6.2674,74.547
142,1,1,1,8,14,3.8274,72.469,72.474,72.477,11.376,11.36,11.403,11.349,11.463,11.348,11.396,11.348,11.349,11.349,11.353,11.419,11.351,11.351,11.35,11.409,11.351,11.35,11.35,11.351,11.352,15.927,264.53,72.333,72.134,198.84,6.6409,6.6387,0.0022,311.87,6.4955,72.739
143,1,17,37,8,15,3.793,73.964,73.974,73.973,12.028,12.009,12.006,11.995,11.992,11.992,12.005,11.993,11.993,11.993,11.993,11.995,11.995,11.994,11.993,11.994,11.995,11.996,11.998,11.995,11.996,18.734,264.37,73.855,73.757,98.343,6.5657,6.5637,0.002,311.84,6.4214,74.142
144,1,5,5,9,15,3.7499,75.092,75.099,75.097,12.444,12.422,12.412,12.409,12.408,12.407,12.406,12.407,12.408,12.407,12.407,12.408,12.41,12.41,12.409,12.41,12.41,12.411,12.41,12.411,12.412,21.861,264.47,75.035,75.006,28.229,6.4495,6.4473,0.0022,311.87,6.3068,75.174
145,1,5,5,10,15,3.7794,75.306,75.306,75.303,12.518,12.496,12.484,12.479,12.477,12.476,12.476,12.475,12.475,12.476,12.477,12.477,12.476,12.476,12.477,12.478,12.476,12.477,12.478,12.478,12.477,22.19,264.69,75.295,75.389,93.994,6.3837,6.382,0.0017,312.32,6.2403,75.361
146,1,5,5,11,15,3.7398,75.179,75.181,75.181,12.468,12.446,12.436,12.431,12.429,12.428,12.427,12.428,12.429,12.429,12.429,12.43,12.43,12.43,12.43,12.431,12.432,12.43,12.43,12.43,12.432,21.916,264.83,75.174,75.263,89.111,6.3407,6.3392,0.0015,312.54,6.1966,75.235
147,1,5,5,12,15,3.7621,75.011,75.02,75.02,12.41,12.385,12.375,12.372,12.37,12.369,12.369,12.368,12.369,12.371,12.37,12.369,12.37,12.371,12.371,12.372,12.371,12.372,12.373,12.373,12.372,24.755,265.1,75.042,75.029,13.298,6.2906,6.2891,0.0015,312.5,6.1481,75.058
148,1,5,5,13,15,3.6571,74.921,74.921,74.922,12.317,12.294,12.284,12.279,12.276,12.274,12.273,12.273,12.274,12.274,12.275,12.276,12.274,12.276,12.277,12.276,12.276,12.275,12.276,12.277,12.276,22.761,265.21,74.911,74.904,7.019,6.264,6.2623,0.0017,312.79,6.1214,74.98
149,1,5,5,14,15,3.7399,74.834,74.836,74.843,12.184,12.162,12.153,12.148,12.145,12.145,12.145,12.145,12.147,12.147,12.147,12.147,12.148,12.148,12.148,12.149,12.149,12.148,12.148,12.148,12.15,22.601,265.33,74.789,74.788,1.0681,6.2178,6.2154,0.0024,312.78,6.073,74.911
150,1,5,5,15,15,3.7192,74.767,74.771,74.771,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,265.44,74.745,74.717,28,6.2137,6.2108,0.0029,312.81,6.0696,74.834
151,1,5,5,16,15,3.7134,74.632,74.639,74.637,12.062,12.04,12.03,12.024,12.021,12.021,12.02,12.02,12.021,12.021,12.021,12.021,12.021,12.021,12.024,12.023,12.023,12.023,12.023,12.024,12.023,22.579,265.8,74.632,74.652,20.004,6.1319,6.1299,0.0021,313.22,5.989,74.685
152,1,5,5,17,15,3.7247,74.448,74.447,74.451,12.002,11.979,11.969,11.965,11.961,11.961,11.962,11.962,11.961,11.962,11.962,11.964,11.964,11.964,11.964,11.964,11.964,11.964,11.963,11.964,11.966,22.45,265.92,74.456,74.463,6.8665,6.121,6.1189,0.0021,313.3,5.9781,74.498
153,1,5,5,18,15,3.7426,74.279,74.28,74.283,11.998,11.975,11.965,11.962,11.959,11.959,11.959,11.959,11.96,11.96,11.959,11.959,11.961,11.959,11.96,11.962,11.962,11.962,11.961,11.962,11.961,22.906,266.03,74.284,74.301,17.548,6.1277,6.126,0.0017,313.39,5.9854,74.327
154,1,5,5,19,15,3.6982,74.172,74.174,74.172,12.004,11.98,11.969,11.965,11.964,11.962,11.963,11.962,11.963,11.963,11.963,11.963,11.964,11.965,11.968,11.965,11.965,11.965,11.964,11.964,11.965,23.226,265.87,74.165,74.17,4.425,6.1559,6.1538,0.0021,313.21,6.0136,74.212
155,1,5,5,20,15,3.7415,74.128,74.128,74.132,11.892,11.869,11.858,11.853,11.852,11.851,11.851,11.85,11.85,11.851,11.852,11.852,11.853,11.852,11.853,11.854,11.854,11.852,11.853,11.854,11.855,22.793,265.96,74.131,74.123,8.1635,6.1238,6.1215,0.0023,313.34,5.9809,74.175
156,1,5,5,21,15,4.1995,74.172,74.18,74.177,11.886,11.864,11.854,11.849,11.845,11.844,11.844,11.844,11.845,11.844,11.844,11.846,11.846,11.847,11.846,11.845,11.845,11.846,11.846,11.846,11.846,22.015,265.95,74.154,74.173,19.226,6.1278,6.126,0.0017,313.39,5.984,74.235
157,1,5,5,22,15,3.7831,74.285,74.287,74.289,11.894,11.87,11.86,11.856,11.851,11.852,11.853,11.852,11.852,11.854,11.853,11.854,11.854,11.854,11.855,11.856,11.855,11.854,11.854,11.856,11.855,23.803,265.91,74.25,74.236,14.267,6.1334,6.1314,0.002,313.23,5.9896,74.355
158,1,5,5,23,15,3.8194,74.436,74.439,74.44,12.012,11.988,11.978,11.974,11.972,11.972,11.972,11.971,11.972,11.973,11.972,11.972,11.972,11.973,11.974,11.974,11.974,11.974,11.974,11.974,11.975,23.09,265.64,74.411,74.435,23.88,6.1838,6.1812,0.0026,312.97,6.0409,74.5
159,1,5,5,24,15,3.6553,74.552,74.557,74.554,11.986,11.966,11.953,11.947,11.945,11.943,11.943,11.944,11.944,11.944,11.944,11.945,11.946,11.946,11.945,11.944,11.945,11.946,11.947,11.947,11.947,20.564,265.64,74.533,74.546,13.275,6.1724,6.1711,0.0014,313.03,6.0106,74.626
160,1,5,5,25,15,3.6442,74.653,74.656,74.653,12.108,12.086,12.075,12.069,12.067,12.066,12.066,12.067,12.068,12.067,12.068,12.069,12.07,12.07,12.069,12.07,12.072,12.071,12.071,12.071,12.071,21.66,265.47,74.627,74.646,19.15,6.2193,6.2174,0.0019,312.83,6.0596,74.718
161,1,5,5,26,15,3.6698,74.684,74.685,74.686,12.214,12.191,12.18,12.177,12.176,12.175,12.174,12.175,12.177,12.176,12.176,12.176,12.177,12.177,12.178,12.178,12.178,12.177,12.179,12.178,12.178,23.404,265.29,74.664,74.676,11.292,6.2687,6.2668,0.0019,312.61,6.1105,74.751
162,1,5,5,27,15,3.6981,74.751,74.751,74.752,12.31,12.289,12.281,12.276,12.275,12.275,12.275,12.276,12.277,12.276,12.276,12.277,12.278,12.28,12.278,12.278,12.279,12.279,12.279,12.279,12.28,21.29,265.12,74.723,74.756,32.959,6.3138,6.3118,0.002,312.56,6.1593,74.809
163,1,5,5,28,15,3.7282,74.856,74.854,74.856,12.215,12.195,12.186,12.183,12.181,12.182,12.183,12.184,12.183,12.182,12.184,12.186,12.186,12.186,12.185,12.186,12.186,12.186,12.187,12.186,12.188,20.644,265.36,74.824,74.832,7.7057,6.275,6.2728,0.0021,312.7,6.1203,74.918
164,1,5,5,29,15,3.734,75.004,75.009,75.004,12.209,12.186,12.175,12.169,12.168,12.168,12.168,12.167,12.167,12.167,12.168,12.168,12.168,12.167,12.168,12.17,12.169,12.169,12.169,12.17,12.171,22.852,265.46,74.986,74.988,2.2049,6.2675,6.2657,0.0018,312.99,6.1143,75.052
165,1,5,5,30,15,3.7629,74.919,74.915,74.914,11.974,11.951,11.939,11.932,11.929,11.928,11.928,11.926,11.927,11.927,11.926,11.927,11.926,11.927,11.928,11.927,11.929,11.929,11.928,11.927,11.928,22.608,265.99,74.861,74.844,16.937,6.189,6.1871,0.0019,313.58,6.0366,74.979
166,1,17,37,31,15,3.715,73.853,73.855,73.859,11.422,11.403,11.392,11.387,11.384,11.382,11.382,11.382,11.382,11.382,11.396,11.383,11.383,11.384,11.383,11.384,11.384,11.383,11.383,11.384,11.384,19.321,266.17,73.749,73.66,88.806,6.2162,6.2142,0.002,313.82,6.0634,74.016
167,1,1,1,32,16,3.5933,71.618,71.623,71.626,10.63,10.676,10.605,10.602,10.6,10.645,10.668,10.597,10.654,10.663,10.7,10.599,10.599,10.599,10.66,10.659,10.657,10.6,10.601,10.601,10.652,46.375,266.17,71.51,71.314,196.08,6.3912,6.3891,0.0021,314.24,6.2388,71.873
168,1,5,5,31,16,3.7055,74.418,74.424,74.431,11.665,11.643,11.631,11.624,11.62,11.617,11.616,11.618,11.616,11.617,11.617,11.617,11.618,11.619,11.619,11.618,11.618,11.619,11.618,11.619,11.62,22.232,266.27,74.353,74.293,59.357,6.1733,6.171,0.0022,314.09,6.0225,74.524
169,1,5,5,30,16,3.6772,74.983,74.984,74.981,12.079,12.057,12.044,12.04,12.037,12.035,12.036,12.036,12.036,12.036,12.036,12.037,12.036,12.036,12.037,12.039,12.039,12.038,12.038,12.038,12.038,22.2,265.74,74.982,74.994,12.527,6.217,6.2143,0.0028,313.4,6.0675,75.024
170,1,5,5,29,16,3.7367,74.885,74.884,74.888,12.229,12.206,12.196,12.192,12.19,12.189,12.188,12.189,12.19,12.19,12.191,12.19,12.19,12.191,12.191,12.191,12.192,12.192,12.192,12.192,12.193,22.851,265.32,74.851,74.86,9.079,6.2842,6.2824,0.0018,312.68,6.133,74.948
171,1,5,5,28,16,3.7556,74.764,74.759,74.763,12.275,12.252,12.242,12.239,12.238,12.237,12.236,12.236,12.238,12.239,12.238,12.238,12.239,12.24,12.239,12.239,12.24,12.24,12.241,12.24,12.239,22.832,265.36,74.747,74.809,62.103,6.2696,6.2677,0.0019,312.79,6.1215,74.812
172,1,5,5,27,16,3.7616,74.748,74.751,74.747,12.257,12.235,12.225,12.221,12.218,12.219,12.219,12.22,12.22,12.222,12.221,12.222,12.221,12.221,12.222,12.222,12.222,12.222,12.224,12.224,12.224,22.074,265.32,74.796,74.778,17.776,6.278,6.2764,0.0016,312.6,6.1297,74.79
173,1,5,5,26,16,3.7925,74.757,74.762,74.764,12.148,12.124,12.113,12.108,12.108,12.107,12.107,12.106,12.106,12.106,12.108,12.109,12.108,12.108,12.109,12.11,12.109,12.109,12.11,12.11,12.109,23.55,265.49,74.748,74.799,51.193,6.2174,6.2158,0.0016,312.82,6.0703,74.822
174,1,5,5,25,16,3.7429,74.722,74.726,74.726,12.027,12.004,11.994,11.991,11.989,11.986,11.986,11.987,11.987,11.987,11.988,11.988,11.988,11.99,11.989,11.989,11.99,11.991,11.99,11.989,11.989,22.784,265.74,74.715,74.751,35.4,6.1599,6.1581,0.0018,312.98,6.0131,74.779
175,1,5,5,24,16,3.8216,74.58,74.58,74.58,11.883,11.86,11.85,11.846,11.845,11.843,11.842,11.842,11.843,11.844,11.844,11.844,11.845,11.844,11.844,11.845,11.845,11.846,11.847,11.847,11.847,22.801,265.91,74.546,74.56,14.191,6.1062,6.1043,0.0019,313.32,5.9579,74.653
176,1,5,5,23,16,3.7804,74.391,74.395,74.396,11.875,11.854,11.842,11.836,11.834,11.834,11.835,11.836,11.835,11.835,11.835,11.835,11.836,11.836,11.836,11.836,11.838,11.839,11.839,11.837,11.838,20.362,265.92,74.364,74.374,9.2316,6.1172,6.1157,0.0015,313.27,5.9702,74.452
177,1,5,5,22,16,3.7411,74.18,74.182,74.187,11.766,11.743,11.732,11.728,11.727,11.727,11.727,11.726,11.726,11.726,11.727,11.728,11.728,11.727,11.728,11.729,11.73,11.728,11.73,11.73,11.729,23.754,266.11,74.146,74.142,3.891,6.0796,6.0776,0.002,313.51,5.9327,74.257
178,1,5,5,21,16,3.819,74.065,74.072,74.072,11.749,11.727,11.717,11.713,11.709,11.709,11.709,11.709,11.709,11.709,11.71,11.71,11.71,11.71,11.711,11.712,11.712,11.712,11.71,11.712,11.712,21.827,266.33,74.05,74.064,14.267,6.0655,6.0631,0.0024,313.59,5.918,74.129
179,1,5,5,20,16,3.6684,74.034,74.039,74.039,11.958,11.933,11.924,11.921,11.92,11.917,11.917,11.917,11.919,11.918,11.92,11.918,11.92,11.921,11.922,11.92,11.92,11.922,11.921,11.921,11.921,24.2,266.38,74.022,74.07,47.623,6.0971,6.0946,0.0024,313.78,5.9517,74.099
180,1,5,5,19,16,3.708,74.094,74.094,74.094,11.921,11.899,11.89,11.886,11.882,11.882,11.882,11.882,11.882,11.883,11.883,11.883,11.883,11.884,11.885,11.883,11.883,11.884,11.885,11.885,11.886,22.026,266.25,74.098,74.123,25.024,6.1027,6.1007,0.002,313.65,5.957,74.136
181,1,5,5,18,16,3.7112,74.202,74.203,74.202,11.984,11.962,11.951,11.947,11.944,11.942,11.941,11.942,11.943,11.944,11.944,11.943,11.943,11.944,11.945,11.944,11.945,11.945,11.944,11.944,11.945,22.268,266.25,74.238,74.226,12.207,6.0963,6.0941,0.0022,313.76,5.9508,74.252
182,1,5,5,17,16,3.77,74.38,74.385,74.378,11.841,11.819,11.808,11.803,11.803,11.8,11.801,11.803,11.801,11.803,11.804,11.802,11.803,11.803,11.803,11.803,11.804,11.804,11.804,11.803,11.805,21.661,266.25,74.377,74.462,84.991,6.0609,6.0586,0.0023,313.68,5.9157,74.429
183,1,5,5,16,16,3.743,74.642,74.643,74.64,11.872,11.853,11.843,11.838,11.837,11.837,11.836,11.835,11.836,11.837,11.838,11.838,11.838,11.838,11.839,11.839,11.839,11.839,11.84,11.841,11.84,19.118,266.16,74.648,74.652,3.7384,6.0541,6.0521,0.002,313.5,5.9087,74.693
184,1,5,5,15,16,3.7658,74.866,74.87,74.862,12.031,12.01,12,11.997,11.994,11.994,11.993,11.992,11.993,11.995,11.994,11.994,11.995,11.995,11.996,11.996,11.996,11.995,11.997,11.997,11.997,21.377,265.73,74.88,74.921,40.741,6.1223,6.12,0.0023,313.25,5.9788,74.907
185,1,5,5,14,16,3.7641,74.934,74.941,74.943,12.087,12.063,12.053,12.049,12.048,12.048,12.046,12.046,12.046,12.046,12.049,12.048,12.048,12.048,12.049,12.049,12.049,12.049,12.05,12.05,12.051,23.895,265.51,74.909,74.913,4.5013,6.1549,6.1525,0.0024,312.97,6.0104,75.005
186,1,5,5,13,16,3.5322,74.967,74.967,74.965,12.196,12.171,12.157,12.15,12.146,12.145,12.144,12.143,12.141,12.144,12.143,12.142,12.144,12.143,12.143,12.144,12.144,12.144,12.145,12.145,12.143,24.983,265.38,74.961,74.954,7.4005,6.2064,6.2046,0.0018,313.11,6.063,75.035
187,1,5,5,12,16,3.8406,74.979,74.984,74.981,12.287,12.263,12.252,12.247,12.246,12.245,12.245,12.246,12.246,12.247,12.246,12.246,12.246,12.248,12.248,12.248,12.249,12.247,12.249,12.249,12.25,23.775,265.26,74.986,75.007,21.843,6.2532,6.2513,0.0019,312.68,6.1092,75.033
188,1,5,5,11,16,3.8462,75.097,75.103,75.1,12.467,12.442,12.432,12.429,12.427,12.428,12.428,12.428,12.427,12.43,12.428,12.428,12.429,12.43,12.431,12.429,12.431,12.43,12.43,12.43,12.431,24.444,264.87,75.106,75.113,7.1716,6.3426,6.3407,0.0019,312.18,6.199,75.141
189,1,5,5,10,16,3.8991,75.267,75.268,75.271,12.515,12.492,12.479,12.472,12.467,12.466,12.465,12.465,12.464,12.464,12.467,12.466,12.466,12.466,12.467,12.468,12.467,12.467,12.467,12.468,12.468,23.038,264.78,75.269,75.309,39.902,6.3636,6.3611,0.0025,312.3,6.2191,75.306
190,1,5,5,9,16,3.7798,75.282,75.289,75.288,12.444,12.422,12.409,12.401,12.398,12.396,12.394,12.393,12.393,12.393,12.393,12.394,12.395,12.394,12.395,12.395,12.395,12.395,12.395,12.396,12.396,22.869,264.89,75.257,75.328,70.724,6.3702,6.3681,0.0021,312.38,6.2252,75.349
191,1,5,5,8,16,3.6303,74.593,74.595,74.598,12.096,12.074,12.06,12.053,12.047,12.044,12.042,12.043,12.042,12.042,12.042,12.042,12.043,12.042,12.043,12.042,12.044,12.044,12.044,12.044,12.043,22.565,264.98,74.523,74.475,48.08,6.4172,6.4149,0.0024,312.85,6.2739,74.719
192,1,1,1,7,16,3.916,71.547,71.55,71.554,11.018,11.008,10.941,10.938,10.937,11.01,10.939,11.077,10.938,10.991,10.939,10.941,10.94,10.94,10.941,10.941,10.941,10.942,10.943,10.941,10.942,10.269,264.76,71.437,71.217,219.73,6.6513,6.6495,0.0018,312.14,6.5098,71.816
193,1,1,1,7,17,3.872,72.942,72.944,72.947,11.355,11.352,11.341,11.337,11.339,11.326,11.301,11.301,11.326,11.302,11.369,11.332,11.369,11.305,11.305,11.373,11.328,11.328,11.33,11.342,11.305,2.8413,265.29,72.845,72.722,122.47,6.4577,6.4563,0.0014,312.8,6.3158,73.132
194,1,5,5,8,17,3.8616,74.865,74.869,74.87,12.207,12.184,12.174,12.171,12.166,12.168,12.168,12.167,12.166,12.167,12.166,12.167,12.168,12.169,12.169,12.169,12.169,12.168,12.168,12.168,12.17,22.766,264.88,74.823,74.809,14.038,6.3887,6.3865,0.0021,312.31,6.2447,74.985
195,1,5,5,9,17,3.8611,75.253,75.255,75.254,12.565,12.543,12.534,12.531,12.528,12.527,12.526,12.525,12.527,12.528,12.528,12.528,12.529,12.529,12.529,12.529,12.531,12.531,12.53,12.53,12.529,22.655,264.55,75.253,75.279,25.787,6.4156,6.4139,0.0017,311.88,6.274,75.302
196,1,5,5,10,17,3.7554,75.115,75.117,75.119,12.558,12.536,12.527,12.522,12.519,12.519,12.52,12.521,12.521,12.52,12.52,12.521,12.521,12.522,12.523,12.522,12.523,12.523,12.524,12.524,12.523,21.623,264.54,75.088,75.092,4.1199,6.3976,6.3959,0.0017,311.93,6.2557,75.165
197,1,5,5,11,17,3.8242,74.981,74.977,74.977,12.459,12.433,12.423,12.417,12.414,12.415,12.416,12.415,12.416,12.415,12.416,12.439,12.417,12.416,12.416,12.416,12.418,12.418,12.417,12.418,12.417,25.737,264.81,74.958,74.975,16.479,6.3491,6.3469,0.0022,312.11,6.2076,75.019
198,1,5,5,12,17,3.7886,74.938,74.942,74.94,12.3,12.278,12.268,12.262,12.261,12.262,12.262,12.26,12.261,12.262,12.262,12.262,12.262,12.262,12.262,12.262,12.263,12.263,12.263,12.263,12.263,21.827,265.1,74.935,74.941,6.0272,6.2734,6.272,0.0013,312.48,6.1324,74.992
199,1,5,5,13,17,3.8136,74.991,74.997,74.997,12.208,12.185,12.174,12.169,12.167,12.165,12.164,12.164,12.165,12.165,12.164,12.166,12.166,12.166,12.167,12.168,12.167,12.166,12.166,12.168,12.167,23.459,265.34,74.982,75.009,26.436,6.2127,6.2108,0.0019,312.77,6.0706,75.046
200,1,5,5,14,17,3.7732,74.965,74.968,74.982,12.099,12.075,12.065,12.06,12.058,12.059,12.057,12.058,12.058,12.059,12.059,12.06,12.059,12.059,12.058,12.06,12.061,12.061,12.06,12.061,12.061,23.83,265.53,74.992,75.006,14.595,6.1474,6.1454,0.0019,312.93,6.0053,75.012
201,1,5,5,15,17,3.7842,74.825,74.827,74.831,12.025,12.003,11.993,11.989,11.986,11.986,11.986,11.987,11.987,11.987,11.986,11.987,11.987,11.988,11.988,11.988,11.988,11.988,11.989,11.989,11.988,21.966,265.78,74.828,74.829,0.6866,6.1125,6.1102,0.0022,313.16,5.9712,74.869
202,1,5,5,16,17,3.7338,74.562,74.556,74.557,11.905,11.884,11.872,11.866,11.865,11.865,11.865,11.864,11.864,11.865,11.866,11.866,11.865,11.864,11.865,11.865,11.867,11.866,11.866,11.867,11.867,21.197,266,74.534,74.56,25.406,6.0837,6.0819,0.0018,313.44,5.9429,74.601
203,1,5,5,17,17,3.7419,74.33,74.329,74.33,11.84,11.819,11.807,11.803,11.8,11.799,11.799,11.8,11.8,11.8,11.801,11.801,11.801,11.8,11.802,11.8,11.801,11.801,11.802,11.801,11.802,20.612,266.21,74.339,74.373,34.103,6.0661,6.0644,0.0018,313.63,5.9243,74.369
204,1,5,5,18,17,3.6973,74.168,74.176,74.177,11.849,11.826,11.814,11.81,11.807,11.807,11.809,11.809,11.808,11.808,11.808,11.808,11.808,11.808,11.81,11.809,11.809,11.81,11.811,11.809,11.809,22.927,266.25,74.176,74.21,34.485,6.0623,6.0607,0.0016,313.63,5.9212,74.233
205,1,5,5,19,17,3.7473,74.111,74.114,74.115,11.792,11.769,11.758,11.752,11.75,11.749,11.748,11.748,11.749,11.749,11.75,11.75,11.749,11.749,11.751,11.752,11.752,11.752,11.751,11.752,11.752,22.992,266.5,74.084,74.073,11.673,6.0411,6.0388,0.0023,313.83,5.8993,74.177
206,1,5,5,20,17,3.7097,74.059,74.054,74.061,11.639,11.618,11.606,11.601,11.6,11.6,11.601,11.601,11.601,11.601,11.602,11.602,11.602,11.602,11.601,11.603,11.603,11.604,11.602,11.602,11.603,21.526,266.6,74.047,74.078,31.677,5.997,5.9953,0.0017,314.04,5.8556,74.128
207,1,5,5,21,17,3.7733,74.051,74.052,74.049,11.707,11.685,11.673,11.666,11.663,11.661,11.66,11.66,11.662,11.66,11.66,11.66,11.661,11.661,11.661,11.661,11.662,11.662,11.663,11.663,11.663,22.837,266.5,74.029,74.039,9.7809,6.0424,6.04,0.0024,314.04,5.901,74.116
208,1,5,5,22,17,3.7583,74.125,74.125,74.13,11.775,11.751,11.739,11.734,11.733,11.732,11.733,11.731,11.731,11.731,11.732,11.733,11.733,11.733,11.733,11.733,11.734,11.735,11.734,11.733,11.734,23.834,266.2,74.095,74.122,26.855,6.0773,6.0752,0.0021,313.55,5.9352,74.186
209,1,5,5,23,17,3.9549,74.251,74.262,74.265,11.804,11.782,11.772,11.767,11.762,11.762,11.763,11.764,11.763,11.763,11.763,11.764,11.765,11.765,11.765,11.764,11.765,11.767,11.766,11.767,11.767,22.087,266.12,74.219,74.224,4.9591,6.0879,6.0856,0.0023,313.45,5.9478,74.331
210,1,5,5,24,17,3.9292,74.493,74.492,74.495,11.873,11.852,11.841,11.836,11.834,11.833,11.833,11.833,11.833,11.832,11.833,11.834,11.835,11.834,11.834,11.834,11.835,11.837,11.837,11.836,11.836,20.662,265.94,74.466,74.457,9.4604,6.1128,6.1109,0.002,313.32,5.9735,74.564
211,1,5,5,25,17,3.8915,74.701,74.702,74.703,12.024,12.001,11.99,11.984,11.982,11.981,11.981,11.981,11.982,11.982,11.982,11.982,11.984,11.984,11.983,11.982,11.985,11.985,11.984,11.984,11.985,23.068,265.69,74.684,74.701,17.029,6.1549,6.1532,0.0018,313,6.0155,74.75
212,1,5,5,26,17,3.9443,74.755,74.758,74.764,12.133,12.113,12.102,12.096,12.094,12.094,12.094,12.093,12.092,12.093,12.093,12.093,12.094,12.093,12.094,12.095,12.096,12.096,12.095,12.094,12.096,19.668,265.52,74.767,74.827,59.967,6.2043,6.2029,0.0014,312.83,6.0645,74.799
213,1,5,5,27,17,3.9991,74.703,74.706,74.705,12.222,12.197,12.186,12.181,12.18,12.179,12.178,12.178,12.179,12.178,12.179,12.179,12.179,12.18,12.18,12.181,12.179,12.181,12.181,12.182,12.181,24.415,265.41,74.736,74.719,17.624,6.2541,6.2521,0.002,312.72,6.1134,74.744
214,1,5,5,28,17,3.832,74.649,74.647,74.653,12.279,12.255,12.24,12.233,12.231,12.23,12.23,12.229,12.229,12.23,12.23,12.231,12.231,12.229,12.231,12.232,12.231,12.231,12.231,12.232,12.232,23.669,265.33,74.63,74.666,36.163,6.3009,6.2991,0.0018,312.97,6.1616,74.703
215,1,5,5,29,17,3.9333,74.69,74.695,74.698,12.319,12.293,12.282,12.278,12.276,12.275,12.276,12.276,12.276,12.276,12.276,12.276,12.277,12.279,12.278,12.278,12.278,12.279,12.279,12.279,12.278,25.861,265.11,74.667,74.725,58.304,6.349,6.3472,0.0018,312.45,6.2091,74.757
216,1,5,5,30,17,3.9069,74.855,74.856,74.855,12.209,12.186,12.176,12.171,12.168,12.168,12.167,12.167,12.167,12.168,12.169,12.17,12.169,12.169,12.17,12.171,12.171,12.17,12.169,12.171,12.171,22.676,265.39,74.826,74.829,2.7466,6.2964,6.2939,0.0025,312.78,6.1569,74.914
217,1,5,5,31,17,3.8638,74.633,74.634,74.635,11.815,11.793,11.783,11.779,11.777,11.777,11.777,11.777,11.778,11.779,11.779,11.779,11.778,11.778,11.778,11.78,11.78,11.779,11.779,11.78,11.781,22.394,266.17,74.599,74.583,15.564,6.1822,6.1807,0.0015,313.61,6.0436,74.718
218,1,1,1,32,17,3.922,72.856,72.858,72.859,11.024,11.006,11.018,10.995,10.994,10.993,10.994,10.996,10.995,10.996,10.995,11.016,10.996,10.997,10.996,10.996,10.997,10.998,11.018,10.998,10.999,17.358,266.39,72.769,72.657,111.62,6.2608,6.2593,0.0015,313.98,6.1216,73.033
219,1,1,1,32,18,3.9337,73.436,73.441,73.435,11.218,11.199,11.191,11.189,11.189,11.187,11.187,11.189,11.189,11.19,11.189,11.189,11.191,11.191,11.19,11.191,11.191,11.191,11.191,11.192,11.192,18.861,266.48,73.364,73.31,53.558,6.2056,6.2028,0.0028,314.03,6.0654,73.56
220,1,5,5,31,18,3.8222,74.727,74.73,74.736,11.95,11.93,11.921,11.917,11.917,11.916,11.916,11.917,11.917,11.917,11.917,11.918,11.918,11.919,11.918,11.918,11.92,11.92,11.92,11.919,11.92,19.521,265.9,74.705,74.745,40.146,6.2107,6.2098,0.001,313.33,6.0713,74.796
