Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A03
Wafer ID                :N64S03A03
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 12:03:20 2026
Test End Date           :Wed May 13 12:16:48 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     28     5.1    521    94.9

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
139,1,5,5,11,14,3.8602,75.398,75.405,75.404,12.414,12.391,12.382,12.377,12.375,12.374,12.375,12.376,12.376,12.375,12.375,12.376,12.377,12.377,12.376,12.377,12.378,12.378,12.378,12.378,12.379,22.369,265.12,75.406,75.434,28.305,6.292,6.2901,0.0019,312.62,6.1543,75.448
140,1,5,5,10,14,3.8618,75.306,75.314,75.313,12.349,12.323,12.312,12.307,12.305,12.305,12.305,12.306,12.306,12.306,12.305,12.307,12.305,12.306,12.307,12.308,12.307,12.307,12.307,12.307,12.308,25.725,265.18,75.251,75.247,3.7384,6.3129,6.3117,0.0011,312.53,6.1748,75.4
141,1,5,5,9,14,3.8451,74.175,74.181,74.185,32.369,32.249,32.2,32.181,32.166,32.162,32.159,32.162,32.157,32.159,32.158,32.157,32.156,32.157,32.157,32.157,32.16,32.156,32.16,32.159,32.162,120.15,252.21,74.095,74.064,30.823,10.001,10.001,0,298.55,14.281,74.35
142,1,5,6,8,14,3.9011,69.827,69.837,69.836,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,221.35,69.721,69.555,166.03,10.001,9.9834,0.0173,265.92,97.601,70.019
143,1,2,2,8,15,100.01,81.69,81.692,81.695,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,231.72,76.988,74.494,2494.78,10.001,10.001,0,312.41,56.516,86.107
144,1,5,5,9,15,4.0202,75.205,75.206,75.208,19.337,19.269,19.245,19.235,19.23,19.227,19.226,19.225,19.226,19.225,19.224,19.223,19.225,19.225,19.226,19.225,19.224,19.225,19.226,19.225,19.224,67.696,258.81,75.143,75.125,17.853,9.1939,9.1916,0.0023,305.6,9.0818,75.285
145,1,5,5,10,15,4.0798,75.425,75.43,75.431,12.582,12.558,12.544,12.538,12.536,12.535,12.533,12.532,12.534,12.535,12.534,12.534,12.534,12.535,12.534,12.534,12.535,12.536,12.536,12.535,12.535,24.029,264.78,75.46,75.448,12.589,6.3974,6.3954,0.002,312.28,6.258,75.483
146,1,5,5,11,15,3.9793,75.315,75.324,75.325,12.492,12.467,12.456,12.453,12.45,12.448,12.448,12.448,12.448,12.449,12.448,12.448,12.448,12.45,12.451,12.451,12.45,12.45,12.451,12.452,12.451,25.154,265.02,75.309,75.348,39.368,6.3277,6.3261,0.0016,312.63,6.1893,75.379
147,1,5,5,12,15,3.9718,75.191,75.196,75.188,12.414,12.389,12.38,12.375,12.372,12.372,12.372,12.371,12.371,12.372,12.372,12.372,12.371,12.372,12.374,12.373,12.372,12.373,12.374,12.374,12.374,25.599,265.19,75.176,75.169,6.6376,6.28,6.2778,0.0022,312.63,6.1414,75.233
148,1,5,5,13,15,3.8631,75.101,75.097,75.098,12.333,12.306,12.294,12.288,12.285,12.284,12.284,12.283,12.283,12.282,12.282,12.283,12.284,12.284,12.284,12.284,12.286,12.286,12.286,12.286,12.284,26.273,265.27,75.079,75.066,12.589,6.2511,6.2493,0.0019,312.85,6.1136,75.161
149,1,5,5,14,15,3.8982,75.042,75.052,75.052,12.246,12.223,12.211,12.206,12.204,12.202,12.203,12.203,12.202,12.203,12.204,12.202,12.204,12.205,12.205,12.204,12.206,12.206,12.207,12.206,12.205,22.979,265.37,75.008,75,8.6212,6.2194,6.218,0.0014,312.8,6.0831,75.123
150,1,5,5,15,15,3.9232,75.012,75.011,75.016,12.217,12.193,12.181,12.174,12.169,12.168,12.167,12.169,12.167,12.167,12.168,12.169,12.168,12.169,12.169,12.168,12.169,12.169,12.17,12.169,12.169,23.526,265.52,74.959,74.954,4.9591,6.1968,6.1947,0.0021,312.81,6.0585,75.077
151,1,5,5,16,15,3.8575,74.905,74.92,74.908,12.129,12.105,12.094,12.089,12.086,12.084,12.084,12.084,12.083,12.084,12.084,12.083,12.084,12.085,12.086,12.087,12.087,12.086,12.086,12.087,12.087,24.391,265.69,74.881,74.92,39.139,6.1541,6.152,0.0021,313.09,6.0163,74.962
152,1,5,5,17,15,3.8495,74.756,74.762,74.766,12.11,12.086,12.075,12.07,12.068,12.068,12.069,12.067,12.067,12.069,12.067,12.068,12.068,12.069,12.069,12.07,12.069,12.069,12.069,12.069,12.07,23.752,265.71,74.753,74.745,7.8583,6.1561,6.1548,0.0013,313.02,6.0193,74.81
153,1,5,5,18,15,3.8593,74.629,74.635,74.633,12.093,12.071,12.059,12.054,12.052,12.05,12.051,12.051,12.051,12.052,12.052,12.051,12.053,12.054,12.053,12.053,12.053,12.053,12.054,12.053,12.053,22.878,265.72,74.633,74.663,29.984,6.157,6.154,0.003,313.13,6.0186,74.679
154,1,5,5,19,15,3.8445,74.55,74.556,74.549,12.091,12.069,12.057,12.051,12.049,12.047,12.047,12.048,12.047,12.048,12.049,12.048,12.048,12.047,12.048,12.05,12.051,12.05,12.049,12.051,12.05,21.845,265.77,74.54,74.627,87.128,6.1721,6.1703,0.0019,313,6.0348,74.602
155,1,5,5,20,15,3.8898,74.579,74.58,74.576,14.39,14.367,14.352,14.35,14.349,14.347,14.346,14.348,14.342,14.343,14.342,14.345,14.344,14.339,14.341,14.342,14.346,14.339,14.343,14.346,14.346,22.126,265.85,74.557,74.648,90.79,6.7434,6.7412,0.0022,313.19,6.6067,74.626
156,1,5,5,21,15,3.8702,74.659,74.664,74.659,14.275,14.247,14.255,14.257,14.253,14.224,14.267,14.235,14.23,14.229,14.232,14.232,14.233,14.237,14.239,14.252,14.227,14.228,14.244,14.262,14.265,27.349,265.8,74.621,74.611,10.452,6.7476,6.7464,0.0013,313.12,6.6111,74.716
157,1,5,5,22,15,3.9488,74.809,74.813,74.813,15.211,15.188,15.176,15.168,15.166,15.163,15.17,15.17,15.17,15.166,15.17,15.17,15.173,15.172,15.17,15.171,15.168,15.172,15.17,15.172,15.167,23.398,265.54,74.789,74.804,14.801,6.9635,6.9623,0.0012,312.93,6.8264,74.869
158,1,5,5,23,15,4.0505,74.97,74.974,74.973,21.009,20.975,20.963,20.966,20.964,20.958,20.972,20.967,20.962,20.973,20.989,20.993,21,20.989,21.001,20.962,20.985,20.96,20.971,20.965,20.963,34.412,265.37,74.953,74.988,34.805,9.4405,9.439,0.0015,312.71,9.3453,75.035
159,1,5,5,24,15,4.0649,75.092,75.094,75.1,16.913,16.892,16.875,16.871,16.865,16.866,16.867,16.866,16.87,16.87,16.87,16.868,16.869,16.9,16.868,16.868,16.87,16.87,16.871,16.87,16.871,21.24,265.27,75.071,75.177,106.05,7.703,7.7049,0.0018,312.71,7.5658,75.157
160,1,5,5,25,15,4.2072,75.165,75.168,75.168,27.664,27.716,27.691,27.675,27.65,27.691,27.66,27.717,27.709,27.671,27.705,27.718,27.697,27.7,27.706,27.679,27.697,27.763,27.779,27.783,27.784,51.63,265.11,75.14,75.184,43.64,10.001,10.001,0,312.36,11.064,75.234
161,1,5,5,26,15,4.0526,75.209,75.215,75.212,18.574,18.553,18.535,18.536,18.535,18.539,18.536,18.534,18.53,18.536,18.535,18.533,18.531,18.529,18.532,18.532,18.541,18.539,18.537,18.54,18.533,20.344,264.96,75.217,75.186,31.052,8.0103,8.0097,0.0006,312.29,7.8721,75.267
162,1,5,5,27,15,4.2404,75.273,75.272,75.276,14.217,14.193,14.182,14.175,14.177,14.175,14.175,14.175,14.181,14.181,14.181,14.179,14.18,14.18,14.18,14.18,14.182,14.181,14.18,14.182,14.179,24.71,264.67,75.256,75.274,18.539,6.7799,6.7796,0.0003,312.11,6.6431,75.319
163,1,5,5,28,15,4.3564,75.386,75.384,75.387,12.796,12.774,12.764,12.76,12.761,12.76,12.759,12.758,12.758,12.759,12.76,12.761,12.761,12.761,12.761,12.764,12.765,12.764,12.764,12.762,12.762,21.565,264.79,75.36,75.358,2.9755,6.4135,6.4119,0.0016,312.25,6.2565,75.448
164,1,5,5,29,15,4.2907,75.541,75.543,75.544,13.146,13.122,13.108,13.102,13.098,13.098,13.097,13.097,13.098,13.097,13.097,13.098,13.099,13.099,13.098,13.099,13.101,13.101,13.1,13.1,13.1,24.258,264.88,75.517,75.523,5.4932,6.491,6.4896,0.0014,312.4,6.3387,75.583
165,1,5,5,30,15,4.2789,75.453,75.458,75.457,24.651,24.656,24.636,24.642,24.632,24.645,24.625,24.63,24.624,24.627,24.617,24.634,24.623,24.63,24.616,24.622,24.628,24.635,24.634,24.622,24.64,5.3151,265.01,75.401,75.403,2.2125,10.001,10.001,0,312.61,12.942,75.526
166,1,5,5,31,15,4.2401,74.42,74.426,74.428,12.345,12.296,12.283,12.277,12.3,12.296,12.271,12.271,12.271,12.272,12.272,12.272,12.271,12.272,12.272,12.274,12.274,12.275,12.274,12.274,12.273,48.939,264.5,74.305,74.226,79.422,6.596,6.5936,0.0024,311.95,6.4474,74.577
167,1,1,1,32,16,3.8313,72.155,72.157,72.16,10.943,10.744,10.734,10.73,10.783,10.729,10.777,10.73,10.729,10.728,10.728,10.728,10.73,10.731,10.731,10.731,10.731,10.731,10.73,10.732,10.751,198.78,266.2,72.024,71.837,187,6.371,6.3686,0.0024,314.22,6.2218,72.406
168,1,5,5,31,16,4.1732,74.956,74.959,74.96,13.037,13.011,12.996,12.989,12.985,12.983,12.981,12.98,12.982,12.981,12.981,12.981,12.982,12.982,12.982,12.983,12.982,12.982,12.982,12.983,12.983,26.134,263.73,74.878,74.849,28.763,6.8035,6.8019,0.0016,311.26,6.6562,75.062
169,1,5,5,30,16,4.0925,75.499,75.496,75.496,12.571,12.546,12.534,12.528,12.527,12.524,12.523,12.524,12.524,12.525,12.525,12.525,12.524,12.526,12.525,12.524,12.524,12.526,12.527,12.526,12.526,24.846,264.95,75.534,75.548,14.42,6.38,6.3782,0.0018,312.47,6.2326,75.534
170,1,5,5,29,16,4.1263,75.393,75.393,75.394,12.786,12.763,12.752,12.748,12.746,12.744,12.751,12.747,12.746,12.746,12.745,12.745,12.746,12.747,12.747,12.748,12.752,12.753,12.754,12.754,12.754,23.726,264.78,75.359,75.364,4.8828,6.4183,6.4168,0.0015,312.22,6.2727,75.455
171,1,5,5,28,16,4.0687,75.266,75.27,75.266,12.559,12.535,12.525,12.522,12.521,12.519,12.518,12.52,12.519,12.52,12.52,12.521,12.522,12.522,12.522,12.521,12.523,12.523,12.523,12.522,12.523,24.481,264.92,75.25,75.26,9.9945,6.3579,6.3558,0.0021,312.31,6.2117,75.319
172,1,5,5,27,16,4.0026,75.242,75.25,75.245,13.018,12.997,12.986,12.982,12.979,12.978,12.977,12.978,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.979,12.98,12.982,12.982,12.983,21.571,264.81,75.237,75.255,18.082,6.5384,6.5349,0.0035,312.09,6.3919,75.287
173,1,5,5,26,16,4.1742,75.244,75.244,75.248,13.234,13.209,13.2,13.193,13.191,13.19,13.189,13.189,13.191,13.191,13.191,13.191,13.19,13.191,13.191,13.191,13.191,13.192,13.191,13.192,13.193,24.89,265.05,75.246,75.256,10.147,6.4778,6.4754,0.0024,312.46,6.3333,75.302
174,1,5,5,25,16,4.0534,75.221,75.225,75.226,18.265,18.244,18.229,18.226,18.219,18.217,18.211,18.207,18.207,18.208,18.205,18.203,18.202,18.204,18.204,18.201,18.201,18.207,18.205,18.21,18.207,21.677,265.32,75.228,75.251,23.041,7.8168,7.8169,0.0002,312.64,7.6716,75.28
175,1,5,5,24,16,4.466,75.099,75.103,75.103,17.06,17.035,17.048,17.041,17.025,17.029,17.048,17.045,17.042,17.042,17.045,17.043,17.048,17.048,17.048,17.019,17.034,17.046,17.018,17.021,17.023,25.459,265.64,75.068,75.069,0.6104,7.256,7.2559,0.0001,313.04,7.1135,75.162
176,1,5,5,23,16,4.6243,74.9,74.907,74.905,12.976,12.953,12.94,12.939,12.934,12.932,12.932,12.932,12.934,12.933,12.934,12.935,12.934,12.937,12.937,12.935,12.936,12.936,12.937,12.936,12.936,22.793,265.67,74.867,74.86,7.0953,6.2862,6.2842,0.0021,313.06,6.1431,74.967
177,1,5,5,22,16,4.3543,74.672,74.671,74.675,20.454,20.438,20.42,20.423,20.412,20.418,20.425,20.42,20.416,20.423,20.419,20.41,20.415,20.416,20.414,20.418,20.413,20.415,20.409,20.423,20.422,16.564,265.99,74.642,74.633,8.8501,8.4209,8.4184,0.0025,313.33,8.2739,74.741
178,1,5,5,21,16,4.1811,74.502,74.509,74.509,12.966,12.954,12.95,12.924,12.926,12.944,12.943,12.928,12.95,12.935,12.927,12.925,12.925,12.935,12.952,12.95,12.947,12.949,12.939,12.927,12.952,12.16,266.09,74.467,74.464,2.7466,6.4252,6.4238,0.0014,313.46,6.2823,74.571
179,1,5,5,20,16,4.0212,74.446,74.451,74.446,13.128,13.104,13.094,13.09,13.088,13.088,13.085,13.084,13.088,13.085,13.087,13.086,13.085,13.086,13.088,13.087,13.086,13.087,13.087,13.089,13.087,24.113,266.2,74.426,74.446,20.065,6.3581,6.3562,0.002,313.52,6.2157,74.496
180,1,5,5,19,16,4.126,74.418,74.423,74.429,11.983,11.959,11.947,11.941,11.939,11.937,11.935,11.935,11.936,11.937,11.937,11.937,11.938,11.937,11.937,11.937,11.937,11.939,11.937,11.938,11.938,24.392,266.03,74.463,74.458,5.5695,6.1142,6.1123,0.002,313.46,5.9713,74.471
181,1,5,5,18,16,4.1181,74.524,74.527,74.533,11.976,11.952,11.939,11.934,11.931,11.929,11.928,11.929,11.93,11.929,11.928,11.929,11.93,11.93,11.93,11.93,11.931,11.931,11.929,11.929,11.93,24.379,266.1,74.54,74.564,24.185,6.0969,6.095,0.0019,313.48,5.956,74.566
182,1,5,5,17,16,4.2145,74.662,74.664,74.668,13.873,13.836,13.835,13.821,13.825,13.819,13.823,13.814,13.82,13.83,13.832,13.823,13.817,13.821,13.82,13.819,13.816,13.834,13.821,13.829,13.829,36.581,266.03,74.668,74.667,1.4496,7.04,7.0441,0.0041,313.42,6.9103,74.709
183,1,5,5,16,16,4.1923,74.864,74.865,74.865,12.012,11.989,11.98,11.975,11.972,11.97,11.969,11.972,11.971,11.971,11.971,11.972,11.97,11.971,11.972,11.973,11.973,11.971,11.972,11.974,11.973,22.307,265.96,74.884,74.846,38.3,6.0933,6.0917,0.0015,313.36,5.9521,74.923
184,1,5,5,15,16,4.2443,75.042,75.037,75.035,12.103,12.08,12.068,12.064,12.061,12.06,12.059,12.059,12.06,12.06,12.06,12.06,12.06,12.061,12.061,12.061,12.062,12.063,12.062,12.062,12.061,22.872,265.69,75.063,75.045,17.548,6.1344,6.1323,0.0021,313.15,5.9918,75.084
185,1,5,5,14,16,4.3063,75.132,75.142,75.134,12.158,12.138,12.127,12.121,12.119,12.118,12.117,12.118,12.119,12.118,12.119,12.12,12.12,12.119,12.118,12.12,12.12,12.12,12.121,12.121,12.121,19.718,265.55,75.122,75.13,7.9346,6.1608,6.1592,0.0017,312.93,6.0184,75.198
186,1,5,5,13,16,3.6971,75.134,75.134,75.137,12.238,12.214,12.2,12.191,12.186,12.183,12.182,12.181,12.181,12.181,12.181,12.182,12.183,12.181,12.18,12.181,12.183,12.182,12.183,12.182,12.182,24.317,265.49,75.143,75.168,25.177,6.2012,6.1988,0.0024,313.2,6.0589,75.201
187,1,5,5,12,16,4.4667,75.124,75.128,75.125,12.296,12.272,12.26,12.256,12.256,12.254,12.253,12.253,12.255,12.253,12.255,12.255,12.255,12.256,12.257,12.256,12.255,12.255,12.257,12.256,12.256,23.751,265.36,75.138,75.169,30.441,6.2345,6.2329,0.0016,312.75,6.0938,75.186
188,1,5,5,11,16,4.3723,75.219,75.223,75.22,12.565,12.543,12.53,12.525,12.522,12.523,12.523,12.523,12.523,12.524,12.523,12.523,12.523,12.524,12.526,12.527,12.526,12.525,12.525,12.526,12.526,22.15,264.76,75.218,75.257,39.291,6.3733,6.3711,0.0023,312.1,6.2328,75.263
189,1,5,5,10,16,4.3189,75.373,75.372,75.369,12.81,12.785,12.772,12.764,12.759,12.757,12.756,12.756,12.756,12.777,12.754,12.754,12.756,12.756,12.756,12.757,12.757,12.756,12.757,12.758,12.757,24.746,264.21,75.364,75.369,5.1117,6.5108,6.5088,0.002,311.74,6.3691,75.405
190,1,5,5,9,16,4.3593,75.362,75.363,75.364,45.886,45.743,45.672,45.635,45.616,45.604,45.597,45.592,45.589,45.588,45.587,45.586,45.584,45.585,45.586,45.584,45.585,45.586,45.586,45.585,45.585,143.65,246.78,75.341,75.45,108.28,10.001,10.001,0,293.02,18.753,75.432
191,1,5,6,8,16,4.1293,73.034,73.037,73.04,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,225.31,72.991,72.955,36.697,10.001,10.001,0,270.48,53.549,73.125
192,1,1,1,7,16,4.5678,71.881,71.89,71.89,40.342,39.392,42.771,42.104,42.399,41.337,41.619,41.575,42.812,42.13,42.369,42.224,40.835,42.31,42.647,42.001,43.356,40.867,43.768,42.522,42.427,949.69,264.79,71.769,71.579,190.76,6.6394,6.6372,0.0022,312.12,6.4987,72.147
193,1,1,1,7,17,4.549,73.136,73.137,73.142,11.448,11.437,11.413,11.411,11.41,11.411,11.41,11.409,11.411,11.411,11.411,11.412,11.413,11.413,11.413,11.412,11.413,11.415,11.413,11.412,11.414,11.262,265.43,73.043,72.934,108.88,6.4617,6.4598,0.0019,312.83,6.3227,73.313
194,1,5,5,8,17,4.9494,74.937,74.942,74.942,12.085,12.059,12.048,12.043,12.041,12.039,12.039,12.039,12.04,12.041,12.041,12.041,12.041,12.042,12.042,12.041,12.04,12.041,12.042,12.042,12.042,25.313,265.45,74.894,74.887,7.3242,6.2908,6.2887,0.0021,312.92,6.1493,75.051
195,1,5,5,9,17,4.428,75.286,75.287,75.289,12.393,12.37,12.359,12.354,12.353,12.352,12.352,12.351,12.353,12.352,12.352,12.353,12.353,12.353,12.353,12.352,12.354,12.355,12.354,12.353,12.353,22.964,265.07,75.303,75.299,4.7302,6.316,6.314,0.002,312.46,6.1757,75.326
196,1,5,5,10,17,4.3666,75.175,75.174,75.167,12.414,12.392,12.381,12.376,12.375,12.375,12.375,12.376,12.376,12.377,12.376,12.375,12.378,12.377,12.376,12.377,12.378,12.377,12.378,12.378,12.378,21.937,265.05,75.156,75.152,3.6621,6.3148,6.3135,0.0013,312.46,6.1751,75.214
197,1,5,5,11,17,4.3571,75.061,75.059,75.061,12.369,12.343,12.332,12.327,12.325,12.322,12.323,12.323,12.323,12.323,12.323,12.323,12.325,12.324,12.324,12.325,12.326,12.326,12.326,12.326,12.326,26.409,265.16,75.062,75.067,4.8065,6.2797,6.2777,0.002,312.6,6.1397,75.108
198,1,5,5,12,17,4.1448,75.049,75.052,75.052,12.319,12.297,12.286,12.282,12.28,12.279,12.279,12.278,12.279,12.28,12.281,12.281,12.282,12.28,12.28,12.28,12.281,12.281,12.282,12.282,12.283,21.682,265.18,75.028,75.023,4.425,6.2655,6.2633,0.0022,312.5,6.1253,75.1
199,1,5,5,13,17,4.233,75.121,75.125,75.123,12.295,12.271,12.259,12.252,12.251,12.249,12.248,12.249,12.248,12.248,12.249,12.249,12.249,12.249,12.25,12.25,12.249,12.25,12.251,12.249,12.25,23.996,265.26,75.113,75.14,26.627,6.2331,6.2308,0.0022,312.68,6.0916,75.173
200,1,5,5,14,17,4.1942,75.104,75.104,75.1,12.162,12.14,12.13,12.124,12.123,12.122,12.122,12.122,12.123,12.123,12.123,12.123,12.122,12.123,12.124,12.124,12.123,12.124,12.124,12.124,12.124,22.225,265.54,75.11,75.133,22.812,6.1652,6.1634,0.0019,312.96,6.0254,75.143
201,1,5,5,15,17,4.2617,74.945,74.946,74.946,12.059,12.038,12.028,12.025,12.021,12.021,12.021,12.021,12.021,12.02,12.021,12.022,12.022,12.021,12.022,12.022,12.023,12.024,12.022,12.025,12.024,20.877,265.81,74.963,74.957,6.34,6.1186,6.1168,0.0018,313.19,5.9807,75
202,1,5,5,16,17,4.0752,74.738,74.739,74.74,12.035,12.01,11.997,11.991,11.989,11.988,11.987,11.987,11.988,11.987,11.988,11.989,11.988,11.988,11.988,11.989,11.989,11.99,11.989,11.99,11.99,24.485,265.87,74.732,74.723,8.7738,6.1183,6.1154,0.0029,313.26,5.9793,74.785
203,1,5,5,17,17,4.0475,74.564,74.567,74.57,12.003,11.98,11.969,11.964,11.961,11.961,11.961,11.962,11.961,11.96,11.96,11.962,11.963,11.963,11.963,11.963,11.963,11.964,11.964,11.963,11.963,23.009,266.01,74.586,74.607,20.676,6.1164,6.1143,0.0021,313.36,5.9768,74.604
204,1,5,5,18,17,4.0724,74.462,74.465,74.466,11.934,11.911,11.9,11.896,11.893,11.892,11.891,11.89,11.891,11.891,11.892,11.892,11.892,11.893,11.892,11.892,11.893,11.894,11.894,11.895,11.893,23.475,266.12,74.495,74.507,11.833,6.0927,6.0905,0.0022,313.36,5.9535,74.522
205,1,5,5,19,17,3.8723,74.391,74.392,74.392,11.855,11.83,11.818,11.813,11.811,11.81,11.809,11.809,11.809,11.809,11.81,11.81,11.811,11.811,11.811,11.811,11.81,11.81,11.811,11.812,11.812,25.803,266.25,74.378,74.422,44.327,6.0624,6.0606,0.0018,313.64,5.9235,74.451
206,1,5,5,20,17,3.863,74.424,74.425,74.429,12.762,12.738,12.726,12.721,12.717,12.718,12.717,12.719,12.717,12.718,12.718,12.718,12.719,12.719,12.719,12.721,12.719,12.719,12.721,12.72,12.719,23.576,266.33,74.428,74.434,6.1722,6.2703,6.2684,0.0019,313.76,6.1303,74.488
207,1,5,5,21,17,3.966,74.45,74.454,74.455,13.095,13.071,13.057,13.05,13.046,13.043,13.042,13.05,13.048,13.047,13.049,13.049,13.049,13.048,13.049,13.052,13.049,13.05,13.052,13.051,13.051,23.911,266.3,74.45,74.441,8.7814,6.4754,6.4733,0.0021,313.84,6.3359,74.519
208,1,5,5,22,17,3.9851,74.564,74.566,74.568,15.258,15.188,15.193,15.217,15.215,15.215,15.215,15.214,15.216,15.214,15.212,15.214,15.215,15.217,15.216,15.217,15.218,15.214,15.217,15.217,15.219,70.5,265.99,74.534,74.544,9.2316,7.0003,7.0026,0.0023,313.35,6.8762,74.62
209,1,5,5,23,17,4.0206,74.725,74.725,74.731,14.541,14.517,14.501,14.507,14.495,14.497,14.511,14.495,14.493,14.493,14.497,14.496,14.516,14.514,14.5,14.502,14.5,14.5,14.514,14.522,14.506,23.986,265.98,74.69,74.752,61.951,6.8635,6.8608,0.0026,313.35,6.7255,74.8
210,1,5,5,24,17,4.0768,74.973,74.976,74.967,13.094,13.074,13.06,13.055,13.051,13.052,13.05,13.051,13.046,13.043,13.041,13.041,13.043,13.044,13.043,13.044,13.045,13.044,13.043,13.043,13.044,20.133,265.68,74.914,74.903,10.605,6.3835,6.3807,0.0029,313.03,6.2429,75.039
211,1,5,5,25,17,4.0456,75.157,75.163,75.16,12.394,12.371,12.36,12.356,12.354,12.353,12.351,12.352,12.352,12.352,12.352,12.352,12.352,12.353,12.352,12.352,12.352,12.353,12.353,12.353,12.353,23.236,265.29,75.138,75.139,0.9918,6.2447,6.2434,0.0013,312.55,6.1064,75.204
212,1,5,5,26,17,3.9964,75.217,75.218,75.218,12.641,12.618,12.607,12.602,12.6,12.598,12.597,12.599,12.599,12.6,12.599,12.6,12.599,12.6,12.601,12.6,12.601,12.602,12.601,12.601,12.601,23.351,264.96,75.213,75.227,13.351,6.3351,6.3324,0.0027,312.31,6.1959,75.255
213,1,5,5,27,17,4.011,75.179,75.185,75.19,12.563,12.54,12.529,12.524,12.52,12.519,12.52,12.519,12.519,12.519,12.519,12.52,12.521,12.522,12.521,12.521,12.521,12.521,12.522,12.522,12.522,22.505,264.89,75.199,75.236,37.155,6.3515,6.3499,0.0016,312.19,6.2144,75.222
214,1,5,5,28,17,3.8594,75.119,75.121,75.121,12.612,12.587,12.574,12.567,12.561,12.561,12.561,12.56,12.559,12.56,12.56,12.561,12.562,12.562,12.563,12.562,12.563,12.563,12.563,12.562,12.565,24.876,264.86,75.104,75.206,102.39,6.3998,6.3974,0.0024,312.47,6.2612,75.175
215,1,5,5,29,17,3.9734,75.188,75.19,75.19,12.667,12.643,12.631,12.626,12.624,12.624,12.624,12.623,12.624,12.624,12.625,12.626,12.625,12.625,12.624,12.626,12.626,12.625,12.625,12.626,12.627,24.095,264.64,75.158,75.169,10.452,6.4464,6.4448,0.0015,311.85,6.309,75.254
216,1,5,5,30,17,3.914,75.337,75.342,75.339,12.599,12.574,12.562,12.555,12.554,12.553,12.554,12.554,12.553,12.555,12.555,12.554,12.553,12.553,12.555,12.555,12.555,12.554,12.556,12.556,12.555,25.102,264.8,75.311,75.312,1.1444,6.4143,6.4125,0.0018,312.1,6.2767,75.395
217,1,5,5,31,17,3.9639,75.149,75.152,75.156,12.147,12.126,12.116,12.112,12.11,12.109,12.109,12.11,12.11,12.111,12.112,12.112,12.112,12.111,12.111,12.111,12.112,12.113,12.113,12.113,12.113,21.389,265.7,75.112,75.114,2.5177,6.2647,6.2627,0.002,313.09,6.1273,75.236
218,1,1,1,32,17,3.913,73.373,73.386,73.389,11.232,11.247,11.207,11.203,11.201,11.202,11.201,11.202,11.201,11.203,11.203,11.204,11.203,11.203,11.203,11.205,11.206,11.205,11.205,11.204,11.205,15.024,266.17,73.277,73.175,101.85,6.282,6.2799,0.002,313.68,6.1457,73.551
219,1,17,37,32,18,3.9271,73.949,73.948,73.951,11.519,11.498,11.49,11.487,11.486,11.484,11.485,11.485,11.485,11.486,11.485,11.486,11.486,11.486,11.488,11.489,11.489,11.488,11.488,11.49,11.488,20.609,266.05,73.877,73.826,50.278,6.2768,6.2747,0.0021,313.54,6.1408,74.072
220,1,5,5,31,18,3.9079,75.226,75.233,75.228,12.33,12.31,12.301,12.298,12.296,12.296,12.298,12.297,12.296,12.298,12.298,12.297,12.298,12.299,12.3,12.3,12.299,12.3,12.3,12.3,12.3,20.204,265.36,75.21,75.224,14.572,6.3227,6.3215,0.0012,312.69,6.1877,75.29
