
Tester ID/Tester Station: 3381-P-XX-020B-001003/
Computer Name           : 3380P-ATE-1003
Handler/Prober Name     : (Temperature: 022.8 C)
Production ID           : 50A_550mV_4U
Test Program Name       : D:\Project\LLD\LLD_8_Site\LLDC_3380P_AOR09_260402\LLDC_3380P_AOR09_211206.pln
Device Name             :
Lot ID                  : NK13374
Wafer ID                : NK13374-01
Probe Card No           :
Load Board No           :
SFT                     :
OPERATOR                :
Test Start Date         : Fri May 08 11:52:52 2026
Test End Date           : Fri May 08 11:55:04 2026
Fail Retest Rate        : 0.000000 % (Gross:568, Sample:568)
Sequence All ON         : NO
PreLoad Pat(Time)       :
Craft Current User      : app
Craft Version           : CRAFT_3380_2.60-SP3
OutPut TDO              :  WaferMapTDO SummaryTDO DataLogTDO HistogramTDO
Run Card No             :
Rom Code                :
                                       


 Sample   Pass   Pass%   Fail   Fail%
   542   529    97.60%      13     2.40%

,,,,,,Contact(1),Contact(2),Contact(3),Contact(4),VZ0(5),VZ0(6),VZ0(7),IR0(8),DIR0(9),VF0(10),VZ1(11),VZ2(12),DVZ(13),IR2_1(14),IR2_1_1(15),DIR2_1(16),VF1(17),IR2_2(18),VZ3(19),
288,5,1,1,32,21,349.052,3.102,367.57,3.166,22.133,22.133,22.133,22.595,3.91,237.183,22.363,22.293,69.901,8.291,8.143,-148.179,282.623,8.113,22.606,
289,6,1,1,33,21,376.132,3.539,340.898,2.679,22.074,22.074,22.074,22.593,5.341,237.887,22.291,22.225,66.65,5.269,5.148,-120.354,283.327,5.121,22.529,
290,0,1,1,31,22,384.307,3.391,385.129,3.263,22.112,22.112,22.112,22.592,4.482,238.46,22.334,22.265,69.214,7.4,7.275,-124.438,283.886,7.24,22.57,
291,1,1,1,32,22,379.543,3.204,344.024,3.104,22.236,22.236,22.236,22.588,6.008,237.066,22.465,22.393,72.144,7.258,7.125,-132.796,282.493,7.097,22.708,
292,2,1,1,33,22,319.126,3.745,372.405,3.064,22.11,22.11,22.11,22.599,6.962,237.815,22.322,22.255,67.612,2.98,2.865,-115.114,283.233,2.836,22.561,
293,4,1,1,31,23,332.272,3.205,365.86,3.289,22.269,22.269,22.269,22.591,6.199,237.818,22.475,22.406,68.893,6.511,6.378,-133.234,283.25,6.34,22.709,
294,5,1,1,32,23,352.721,3.121,371.01,3.181,22.131,22.131,22.131,22.584,5.913,237.209,22.361,22.291,69.901,7.474,7.33,-144.24,282.654,7.295,22.605,
295,6,1,1,33,23,380.23,3.561,344.839,2.69,22.055,22.055,22.055,22.584,5.341,237.91,22.274,22.207,67.245,4.556,4.431,-124.572,283.358,4.396,22.514,
296,0,1,1,27,22,385.88,3.503,387.425,3.385,22.171,22.171,22.171,22.612,5.913,238.426,22.399,22.328,70.816,9.027,8.881,-146.518,283.86,8.84,22.64,
297,1,1,1,28,22,380.638,3.31,345.755,3.218,22.298,22.298,22.298,22.608,6.294,237.028,22.531,22.459,72.235,8.933,8.748,-184.598,282.445,8.703,22.781,
298,2,1,1,29,22,318.604,3.851,371.897,3.164,22.167,22.167,22.167,22.623,6.199,237.763,22.384,22.315,69.443,4.91,4.729,-180.39,283.17,4.682,22.63,
299,3,1,1,30,22,377.855,3.216,356.054,3.645,22.318,22.318,22.318,22.586,7.153,236.257,22.555,22.483,71.96,8.889,8.76,-129.128,281.683,8.734,22.799,
300,4,1,1,27,23,333.946,3.315,367.82,3.405,22.321,22.321,22.321,22.61,5.627,237.785,22.546,22.477,68.71,8.071,7.914,-156.088,283.218,7.871,22.791,
301,5,1,1,28,23,353.594,3.226,372.176,3.286,22.197,22.197,22.197,22.604,7.153,237.173,22.434,22.362,71.96,9.165,8.966,-198.959,282.604,8.916,22.685,
302,6,1,1,29,23,378.799,3.647,344.346,2.796,22.128,22.128,22.128,22.606,9.06,237.859,22.353,22.283,69.534,6.425,6.228,-197.197,283.298,6.175,22.603,
303,7,1,1,30,23,366.654,3.289,356.841,2.988,22.303,22.303,22.303,22.612,9.346,236.81,22.531,22.462,69.26,7.352,7.201,-151.915,282.246,7.168,22.776,
304,0,1,1,23,22,387.912,3.49,388.963,3.363,22.158,22.158,22.158,22.601,4.387,238.457,22.387,22.315,71.915,8.378,8.251,-126.682,283.886,8.218,22.628,
305,1,1,1,24,22,380.216,3.298,345.712,3.216,22.297,22.297,22.297,22.609,6.104,237.034,22.529,22.456,72.968,9.219,9.027,-191.262,282.45,8.984,22.779,
306,2,1,1,25,22,315.228,3.833,369.079,3.161,22.184,22.184,22.184,22.634,5.531,237.742,22.4,22.33,69.901,6.004,5.819,-184.901,283.149,5.773,22.646,
307,3,1,1,26,22,372.577,3.204,349.853,3.625,22.353,22.353,22.353,22.606,6.104,236.207,22.59,22.518,72.144,10.637,10.477,-160.374,281.632,10.443,22.834,
308,4,1,1,23,23,335.884,3.305,369.916,3.399,22.306,22.306,22.306,22.6,4.864,237.813,22.533,22.464,69.305,7.546,7.389,-157.367,283.248,7.345,22.777,
309,5,1,1,24,23,352.921,3.213,371.79,3.281,22.195,22.195,22.195,22.606,5.817,237.173,22.431,22.359,71.915,9.495,9.297,-198.185,282.603,9.249,22.681,
310,6,1,1,25,23,375.28,3.635,341.163,2.786,22.144,22.144,22.144,22.619,5.531,237.834,22.369,22.299,69.489,7.599,7.395,-203.593,283.272,7.341,22.617,
311,7,1,1,26,23,362.07,3.272,352.471,2.975,22.339,22.339,22.339,22.628,5.054,236.771,22.567,22.498,68.665,8.789,8.611,-177.989,282.202,8.571,22.812,
312,0,1,1,19,22,387.747,3.479,390.651,3.386,22.159,22.159,22.159,22.598,5.722,238.461,22.387,22.316,71.503,8.195,8.088,-106.621,283.9,8.063,22.627,
313,1,1,1,20,22,381.625,3.281,347.099,3.199,22.29,22.29,22.29,22.596,5.627,237.05,22.523,22.45,72.784,8.327,8.177,-149.805,282.464,8.149,22.77,
314,2,1,1,21,22,316.894,3.824,370.409,3.14,22.173,22.173,22.173,22.622,5.341,237.761,22.39,22.321,69.58,5.236,5.078,-157.771,283.174,5.043,22.634,
315,3,1,1,22,22,373.685,3.184,349.674,3.565,22.339,22.339,22.339,22.596,4.673,236.23,22.577,22.504,72.327,10.055,9.927,-128.05,281.647,9.906,22.819,
316,4,1,1,19,23,335.183,3.291,368.857,3.376,22.316,22.316,22.316,22.599,5.341,237.81,22.542,22.472,69.397,7.493,7.362,-131.012,283.254,7.333,22.783,
317,5,1,1,20,23,354.03,3.201,372.891,3.266,22.194,22.194,22.194,22.595,7.534,237.187,22.43,22.358,72.418,8.74,8.572,-167.667,282.614,8.538,22.678,
318,6,1,1,21,23,375.345,3.592,342.278,2.773,22.137,22.137,22.137,22.608,6.485,237.851,22.364,22.294,70.587,6.85,6.674,-175.712,283.292,6.634,22.611,
319,7,1,1,22,23,363.429,3.258,354.009,2.963,22.323,22.323,22.323,22.617,6.58,236.791,22.552,22.484,68.665,8.102,7.961,-141.278,282.22,7.936,22.796,
320,0,1,1,15,22,385.423,3.487,389.342,3.415,22.174,22.174,22.174,22.607,5.627,238.431,22.405,22.334,70.77,8.755,8.621,-134.367,283.872,8.588,22.649,
321,1,1,1,16,22,379.157,3.29,344.61,3.204,22.296,22.296,22.296,22.607,5.531,237.027,22.531,22.459,72.327,9.083,8.916,-167.465,282.44,8.88,22.783,
322,2,1,1,17,22,315.206,3.831,368.836,3.147,22.182,22.182,22.182,22.629,6.104,237.743,22.399,22.33,68.71,5.754,5.559,-194.953,283.157,5.508,22.645,
323,3,1,1,18,22,374.093,3.192,352.306,3.623,22.352,22.352,22.352,22.595,5.531,236.233,22.588,22.517,70.862,9.962,9.841,-120.982,281.648,9.819,22.832,
324,4,1,1,15,23,333.545,3.303,366.44,3.368,22.323,22.323,22.323,22.606,5.436,237.788,22.551,22.483,67.749,7.938,7.79,-148.111,283.226,7.751,22.798,
325,5,1,1,16,23,351.14,3.206,369.809,3.268,22.193,22.193,22.193,22.607,5.054,237.159,22.431,22.359,71.503,9.648,9.466,-182.185,282.589,9.426,22.683,
326,6,1,1,17,23,371.647,3.577,339.725,2.775,22.139,22.139,22.139,22.618,6.294,237.823,22.365,22.296,69.168,7.66,7.471,-189.489,283.262,7.425,22.614,
327,7,1,1,18,23,361.948,3.258,352.349,2.964,22.336,22.336,22.336,22.623,4.864,236.775,22.564,22.496,68.024,8.581,8.435,-146.383,282.202,8.407,22.808,
328,0,1,1,11,22,386.388,3.515,388.949,3.422,22.176,22.176,22.176,22.61,7.057,238.429,22.408,22.335,73.151,8.768,8.644,-123.361,283.861,8.617,22.652,
329,1,1,1,12,22,378.485,3.317,343.416,3.222,22.322,22.322,22.322,22.618,7.439,237.004,22.557,22.483,73.837,9.671,9.479,-191.363,282.418,9.439,22.808,
330,2,1,1,13,22,313.768,3.854,366.912,3.168,22.21,22.21,22.21,22.641,6.199,237.717,22.429,22.359,69.397,6.457,6.256,-201.27,283.12,6.205,22.676,
331,3,1,1,14,22,372.226,3.217,348.766,3.611,22.37,22.37,22.37,22.605,6.294,236.199,22.61,22.538,72.647,10.579,10.43,-149.031,281.61,10.402,22.857,
332,4,1,1,11,23,334.368,3.319,368.4,3.409,22.325,22.325,22.325,22.607,5.15,237.789,22.554,22.484,70.084,7.687,7.557,-129.374,283.227,7.527,22.8,
333,5,1,1,12,23,351.391,3.23,369.852,3.291,22.22,22.22,22.22,22.613,4.768,237.145,22.458,22.385,72.876,9.809,9.618,-190.533,282.572,9.577,22.71,
334,6,1,1,13,23,370.739,3.605,338.28,2.794,22.169,22.169,22.169,22.628,5.627,237.799,22.396,22.326,69.946,8.231,8.024,-206.633,283.234,7.972,22.647,
335,7,1,1,14,23,360.017,3.282,350.254,2.984,22.354,22.354,22.354,22.633,3.815,236.739,22.585,22.516,69.489,9.25,9.093,-156.863,282.162,9.062,22.832,
336,1,1,1,8,22,380.845,3.197,346.291,3.112,22.238,22.238,22.238,22.578,3.624,237.097,22.463,22.397,66.147,6.476,6.383,-93.023,282.576,6.369,22.697,
337,2,1,1,9,22,314.684,3.733,368.185,3.053,22.15,22.15,22.15,22.609,3.242,238.188,22.358,22.295,63.034,3.814,3.682,-131.854,283.619,3.65,22.593,
338,3,1,1,10,22,371.268,3.098,349.603,3.54,22.334,22.334,22.334,22.585,5.15,236.256,22.562,22.498,64.407,8.823,8.699,-124.034,281.719,8.67,22.796,
339,5,1,1,8,23,353.88,3.11,372.584,3.175,22.135,22.135,22.135,22.574,2.861,237.241,22.363,22.298,64.957,6.67,6.582,-88.086,282.735,6.568,22.597,
340,6,1,1,9,23,371.49,3.487,339.231,2.679,22.111,22.111,22.111,22.596,2.575,238.275,22.327,22.264,62.897,5.597,5.452,-145.957,283.726,5.413,22.566,
341,7,1,1,10,23,359.523,3.162,350.032,2.869,22.32,22.32,22.32,22.61,3.719,236.809,22.538,22.478,60.379,7.246,7.096,-150.737,282.284,7.056,22.773,
342,1,1,1,8,24,379.007,3.073,345.848,3.017,22.23,22.23,22.23,22.563,2.384,237.144,22.46,22.393,67.383,5.305,5.239,-65.691,282.626,5.231,22.694,
343,2,1,1,9,24,309.992,3.61,364.873,2.958,22.149,22.149,22.149,22.6,2.956,238.208,22.361,22.297,64.224,3.152,3.048,-103.973,283.632,3.025,22.597,
344,3,1,1,10,24,366.511,2.975,345.583,3.419,22.334,22.334,22.334,22.577,4.673,236.276,22.566,22.501,65.506,8.225,8.108,-116.909,281.744,8.082,22.801,
345,5,1,1,8,25,354.381,2.996,374.086,3.077,22.107,22.107,22.107,22.555,2.575,237.309,22.345,22.277,67.566,5.252,5.183,-69.113,282.803,5.17,22.581,
346,6,1,1,9,25,367.005,3.341,337.243,2.583,22.097,22.097,22.097,22.585,3.338,238.305,22.319,22.253,65.231,4.681,4.57,-111.524,283.758,4.545,22.559,
347,7,1,1,10,25,353.909,3.045,345.418,2.768,22.304,22.304,22.304,22.607,3.242,236.812,22.528,22.464,63.217,6.994,6.871,-122.788,282.296,6.845,22.764,
348,0,1,1,11,24,390.172,3.498,394.9,3.444,22.182,22.182,22.182,22.591,4.482,238.471,22.414,22.343,71.091,7.309,7.184,-124.954,283.907,7.147,22.659,
349,1,1,1,12,24,381.103,3.3,346.692,3.219,22.321,22.321,22.321,22.602,5.817,237.035,22.558,22.486,72.052,8.432,8.258,-174.096,282.456,8.216,22.811,
350,2,1,1,13,24,314.856,3.837,368.414,3.157,22.213,22.213,22.213,22.632,5.627,237.732,22.433,22.364,68.665,5.727,5.531,-196.434,283.142,5.48,22.682,
351,3,1,1,14,24,372.412,3.199,348.501,3.584,22.374,22.374,22.374,22.601,4.101,236.208,22.616,22.545,71.274,10.267,10.119,-148.078,281.624,10.088,22.864,
352,4,1,1,11,25,337.214,3.303,371.611,3.4,22.329,22.329,22.329,22.592,4.101,237.821,22.545,22.473,71.045,6.575,6.431,-144.577,283.264,6.39,22.789,
353,5,1,1,12,25,354.874,3.216,373.528,3.28,22.215,22.215,22.215,22.595,5.436,237.185,22.456,22.383,72.327,8.421,8.242,-179.235,282.619,8.199,22.709,
354,6,1,1,13,25,373.013,3.595,340.483,2.782,22.171,22.171,22.171,22.616,7.629,237.824,22.4,22.331,69.305,7.29,7.082,-208.058,283.262,7.026,22.653,
355,7,1,1,14,25,360.746,3.268,351.176,2.973,22.356,22.356,22.356,22.628,5.531,236.756,22.59,22.521,68.253,8.839,8.655,-183.307,282.182,8.613,22.839,
356,0,1,1,15,24,387.733,3.486,391.703,3.418,22.18,22.18,22.18,22.6,6.866,238.455,22.413,22.341,71.915,8.177,8.044,-132.729,283.892,8.011,22.658,
357,1,1,1,16,24,380.53,3.289,346.441,3.218,22.301,22.301,22.301,22.603,6.676,237.039,22.538,22.465,72.601,8.703,8.533,-170.36,282.458,8.497,22.789,
358,2,1,1,17,24,316.093,3.82,370.324,3.155,22.187,22.187,22.187,22.625,4.578,237.757,22.405,22.336,69.214,5.392,5.224,-168.138,283.166,5.184,22.65,
359,3,1,1,18,24,374.572,3.192,353.065,3.627,22.357,22.357,22.357,22.594,6.008,236.235,22.596,22.524,71.686,9.798,9.661,-136.274,281.659,9.636,22.84,
360,4,1,1,15,25,333.602,3.287,369.065,3.407,22.328,22.328,22.328,22.603,4.196,237.792,22.559,22.49,69.534,7.666,7.527,-138.518,283.235,7.491,22.806,
361,5,1,1,16,25,353.293,3.204,372.355,3.274,22.209,22.209,22.209,22.6,5.817,237.179,22.448,22.376,71.869,9.021,8.84,-181.243,282.609,8.797,22.701,
362,6,1,1,17,25,373.499,3.571,342.107,2.783,22.162,22.162,22.162,22.613,6.008,237.842,22.375,22.303,71.64,7.143,6.95,-192.407,283.281,6.901,22.621,
363,7,1,1,18,25,363.235,3.26,353.937,2.97,22.345,22.345,22.345,22.621,3.91,236.789,22.575,22.506,69.397,8.307,8.165,-141.75,282.22,8.138,22.82,
364,0,1,1,19,24,389.657,3.472,393.806,3.412,22.174,22.174,22.174,22.592,3.719,238.482,22.403,22.332,71.136,7.665,7.55,-114.418,283.914,7.524,22.645,
365,1,1,1,20,24,383.241,3.278,349.317,3.209,22.298,22.298,22.298,22.59,5.722,237.067,22.533,22.46,72.693,7.762,7.61,-152.263,282.488,7.58,22.783,
366,2,1,1,21,24,319.419,3.815,373.421,3.146,22.18,22.18,22.18,22.609,5.722,237.785,22.399,22.33,68.848,4.205,4.05,-154.327,283.198,4.017,22.646,
367,3,1,1,22,24,377.197,3.184,355.568,3.616,22.341,22.341,22.341,22.581,6.199,236.265,22.581,22.508,72.601,8.845,8.728,-116.73,281.693,8.71,22.826,
368,4,1,1,19,25,336.342,3.28,372.183,3.409,22.322,22.322,22.322,22.596,5.817,237.832,22.55,22.481,69.26,7.114,6.996,-117.695,283.265,6.971,22.794,
369,5,1,1,20,25,356.205,3.201,375.273,3.271,22.199,22.199,22.199,22.59,6.294,237.209,22.438,22.365,72.556,8.182,8.025,-156.346,282.649,7.995,22.69,
370,6,1,1,21,25,378.764,3.565,347.135,2.777,22.138,22.138,22.138,22.592,6.104,237.9,22.367,22.297,69.992,5.462,5.311,-151.264,283.33,5.277,22.618,
371,7,1,1,22,25,366.869,3.255,357.506,2.965,22.327,22.327,22.327,22.605,5.245,236.828,22.558,22.489,68.665,7.058,6.936,-122.25,282.265,6.916,22.804,
372,0,1,1,23,24,390.372,3.49,390.458,3.343,22.162,22.162,22.162,22.593,5.817,238.482,22.384,22.316,68.069,7.658,7.535,-122.643,283.912,7.501,22.62,
373,1,1,1,24,24,383.463,3.298,349.059,3.217,22.3,22.3,22.3,22.596,5.531,237.063,22.524,22.456,67.978,8.141,7.979,-161.395,282.485,7.937,22.768,
374,2,1,1,25,24,317.695,3.831,371.668,3.161,22.192,22.192,22.192,22.624,4.959,237.768,22.4,22.336,63.812,5.197,5.006,-191.554,283.179,4.944,22.639,
375,3,1,1,26,24,375.681,3.201,350.626,3.563,22.365,22.365,22.365,22.593,5.817,236.233,22.59,22.525,65.506,9.602,9.478,-123.428,281.664,9.444,22.824,
376,4,1,1,23,25,337.658,3.291,373.921,3.432,22.322,22.322,22.322,22.593,5.722,237.84,22.526,22.459,67.566,6.9,6.769,-130.99,283.271,6.73,22.761,
377,5,1,1,24,25,356.734,3.213,375.531,3.281,22.208,22.208,22.208,22.593,6.485,237.206,22.436,22.369,67.383,8.407,8.216,-191.43,282.647,8.159,22.682,
378,6,1,1,25,25,374.565,3.55,344.117,2.789,22.159,22.159,22.159,22.608,6.104,237.867,22.372,22.31,62.622,6.705,6.504,-200.316,283.306,6.429,22.611,
379,7,9,9,26,25,364.459,3.276,354.946,2.984,22.343,22.343,22.343,23.427,1148,,,,,,,,,,,
380,0,1,1,27,24,389.278,3.495,389.671,3.354,22.18,22.18,22.18,22.597,7.82,238.465,22.409,22.337,72.189,7.816,7.688,-128.432,283.892,7.651,22.652,
381,1,1,1,28,24,383.928,3.302,349.503,3.222,22.301,22.301,22.301,22.593,7.629,237.057,22.534,22.462,72.235,7.756,7.586,-170.18,282.485,7.539,22.786,
382,2,1,1,29,24,320.914,3.833,374.966,3.164,22.175,22.175,22.175,22.61,6.866,237.787,22.392,22.323,68.939,3.93,3.76,-170.405,283.205,3.708,22.638,
383,3,1,1,30,24,380.23,3.21,358.822,3.653,22.329,22.329,22.329,22.576,7.534,236.279,22.567,22.494,72.693,8.11,7.991,-118.861,281.707,7.963,22.811,
384,4,1,1,27,25,336.878,3.303,372.477,3.428,22.324,22.324,22.324,22.595,6.104,237.819,22.552,22.484,68.802,6.938,6.794,-144.072,283.251,6.749,22.799,
385,5,1,1,28,25,357.256,3.22,376.01,3.286,22.201,22.201,22.201,22.588,7.725,237.21,22.439,22.367,72.144,7.951,7.761,-189.299,282.648,7.705,22.693,
386,6,1,1,29,25,378.292,3.57,347.357,2.794,22.135,22.135,22.135,22.594,8.965,237.889,22.362,22.292,69.397,5.486,5.282,-203.828,283.32,5.214,22.613,
387,7,1,1,30,25,368.979,3.281,359.13,2.98,22.313,22.313,22.313,22.601,6.962,236.837,22.541,22.472,69.168,6.568,6.424,-143.736,282.275,6.388,22.787,
388,0,1,1,31,24,380.516,3.259,382.926,3.154,22.121,22.121,22.121,22.582,3.624,238.491,22.338,22.273,65.14,6.553,6.455,-98.027,283.92,6.424,22.568,
389,1,1,1,32,24,375.631,3.067,341.792,2.994,22.236,22.236,22.236,22.577,5.531,237.094,22.458,22.393,65.735,6.476,6.326,-150.58,282.517,6.279,22.696,
390,2,1,1,33,24,316.2,3.602,371.125,2.948,22.087,22.087,22.087,22.583,3.338,237.867,22.293,22.231,62.485,1.871,1.777,-94.077,283.277,1.746,22.522,
391,4,1,1,31,25,327.623,3.072,363.321,3.194,22.269,22.269,22.269,22.584,4.292,237.842,22.485,22.421,64.59,5.951,5.852,-98.408,283.265,5.823,22.717,
392,5,1,1,32,25,349.467,2.986,369.251,3.067,22.138,22.138,22.138,22.572,4.196,237.243,22.365,22.298,66.284,6.621,6.473,-147.393,282.691,6.428,22.604,
393,6,1,1,33,25,378.327,3.383,346.613,2.577,22.015,22.015,22.015,22.563,3.052,237.989,22.239,22.173,66.284,3,2.908,-91.441,283.434,2.878,22.475,
394,0,1,1,29,26,394.921,3.515,394.971,3.365,22.158,22.158,22.158,22.58,7.534,238.506,22.388,22.315,72.144,6.432,6.322,-110.626,283.936,6.292,22.633,
395,1,1,1,30,26,389.113,3.324,354.559,3.241,22.274,22.274,22.274,22.577,6.39,237.107,22.51,22.435,74.249,6.456,6.314,-141.335,282.529,6.283,22.762,
396,2,1,1,31,26,325.584,3.862,379.164,3.183,22.143,22.143,22.143,22.594,5.722,237.829,22.362,22.291,71.091,2.697,2.578,-119.063,283.241,2.552,22.61,
397,3,1,1,32,26,387.497,3.238,365.095,3.659,22.292,22.292,22.292,22.556,6.294,236.344,22.535,22.46,74.661,6.597,6.514,-82.644,281.781,6.5,22.783,
398,4,1,1,29,27,343.337,3.326,378.978,3.45,22.304,22.304,22.304,22.578,5.627,237.875,22.517,22.446,71.411,5.485,5.365,-120.017,283.3,5.331,22.76,
399,5,1,1,30,27,362.091,3.243,380.666,3.303,22.153,22.153,22.153,22.574,6.199,237.249,22.395,22.32,75.027,6.764,6.624,-140.112,282.682,6.591,22.649,
400,6,1,1,31,27,383.434,3.59,352.478,2.81,22.079,22.079,22.079,22.578,6.771,237.931,22.308,22.236,71.64,4.203,4.066,-136.948,283.37,4.031,22.561,
401,7,1,1,32,27,378.456,3.311,368.485,3.005,22.246,22.246,22.246,22.578,6.771,236.921,22.485,22.413,71.915,4.724,4.635,-89.298,282.369,4.614,22.737,
402,0,1,1,25,26,389.829,3.499,390.594,3.363,22.19,22.19,22.19,22.598,4.196,238.468,22.421,22.351,70.633,7.907,7.776,-131.674,283.898,7.739,22.666,
403,1,1,1,26,26,384.7,3.304,350.561,3.228,22.321,22.321,22.321,22.591,7.248,237.073,22.556,22.484,72.144,7.64,7.47,-170.596,282.495,7.426,22.811,
404,2,1,1,27,26,322.101,3.842,375.91,3.166,22.195,22.195,22.195,22.605,6.771,237.803,22.415,22.346,68.756,3.72,3.534,-185.383,283.218,3.48,22.665,
405,3,1,1,28,26,380.838,3.211,357.893,3.616,22.352,22.352,22.352,22.575,6.199,236.289,22.591,22.519,72.464,8.061,7.943,-118.177,281.717,7.918,22.839,
406,4,1,1,25,27,338.144,3.307,373.335,3.42,22.331,22.331,22.331,22.595,5.15,237.831,22.559,22.49,69.717,6.886,6.755,-130.328,283.266,6.722,22.806,
407,5,1,1,26,27,358.794,3.219,377.762,3.29,22.21,22.21,22.21,22.584,6.294,237.226,22.45,22.376,73.837,7.593,7.444,-149.536,282.664,7.412,22.704,
408,6,1,1,27,27,381.382,3.598,349.116,2.793,22.142,22.142,22.142,22.588,6.008,237.909,22.371,22.299,72.006,4.994,4.861,-132.291,283.342,4.829,22.624,
409,7,1,1,28,27,370.438,3.277,360.782,2.984,22.32,22.32,22.32,22.597,5.817,236.854,22.55,22.48,69.992,6.238,6.128,-110.267,282.286,6.107,22.798,
410,0,1,1,21,26,391.381,3.494,392.447,3.362,22.161,22.161,22.161,22.585,4.005,238.487,22.395,22.324,71.32,7.071,6.958,-113.128,283.92,6.929,22.64,
411,1,1,1,22,26,386.159,3.297,351.613,3.214,22.302,22.302,22.302,22.582,5.531,237.092,22.539,22.467,71.823,7.096,6.94,-156.649,282.509,6.902,22.792,
412,2,1,1,23,26,320.907,3.836,374.637,3.159,22.196,22.196,22.196,22.611,6.676,237.794,22.415,22.347,67.566,4.231,4.048,-183.195,283.211,3.993,22.663,
413,3,1,1,24,26,377.605,3.211,354.767,3.62,22.37,22.37,22.37,22.589,7.725,236.261,22.609,22.538,71.045,9.265,9.117,-148.1,281.681,9.08,22.855,
414,4,1,1,21,27,338.988,3.299,374.715,3.423,22.3,22.3,22.3,22.585,5.531,237.845,22.531,22.463,68.436,6.26,6.128,-131.529,283.282,6.094,22.779,
415,5,1,1,22,27,359.273,3.216,378.02,3.278,22.2,22.2,22.2,22.58,5.436,237.236,22.441,22.369,72.006,7.378,7.215,-162.82,282.669,7.176,22.694,
416,6,1,1,23,27,378.499,3.561,347.75,2.789,22.157,22.157,22.157,22.595,8.106,237.9,22.385,22.316,68.893,5.627,5.44,-187.29,283.333,5.385,22.635,
417,7,1,1,24,27,367.198,3.276,357.499,2.978,22.348,22.348,22.348,22.612,7.725,236.824,22.578,22.51,68.665,7.449,7.292,-156.706,282.255,7.255,22.825,
418,0,1,1,17,26,385.909,3.492,386.617,3.357,22.188,22.188,22.188,22.608,3.91,238.433,22.419,22.348,70.862,8.811,8.682,-129.341,283.872,8.648,22.661,
419,1,1,1,18,26,381.01,3.296,347.121,3.227,22.321,22.321,22.321,22.602,5.627,237.037,22.556,22.484,72.418,8.621,8.443,-178.09,282.457,8.401,22.806,
420,2,1,1,19,26,319.076,3.839,372.562,3.157,22.196,22.196,22.196,22.616,4.673,237.773,22.416,22.348,67.932,4.688,4.501,-186.483,283.187,4.451,22.663,
421,3,1,1,20,26,377.262,3.207,356.455,3.665,22.348,22.348,22.348,22.585,4.292,236.255,22.591,22.52,70.862,9.09,8.959,-130.508,281.68,8.93,22.838,
422,4,1,1,17,27,333.531,3.301,369.086,3.427,22.33,22.33,22.33,22.608,3.433,237.786,22.559,22.49,68.665,7.991,7.845,-145.609,283.224,7.809,22.803,
423,5,1,1,18,27,353.823,3.212,372.684,3.28,22.217,22.217,22.217,22.6,4.768,237.178,22.456,22.384,71.457,8.939,8.752,-187.145,282.612,8.706,22.707,
424,6,1,1,19,27,377.619,3.595,345.211,2.786,22.156,22.156,22.156,22.601,6.008,237.873,22.385,22.316,68.527,6.208,6.006,-201.337,283.317,5.949,22.635,
425,7,1,1,20,27,366.876,3.271,357.084,2.972,22.326,22.326,22.326,22.608,4.959,236.818,22.559,22.492,67.383,7.254,7.091,-163,282.248,7.053,22.807,
426,0,1,1,13,26,385.988,3.48,386.467,3.344,22.187,22.187,22.187,22.604,4.005,238.432,22.412,22.345,67.52,8.421,8.283,-137.913,283.879,8.244,22.65,
427,1,1,1,14,26,380.015,3.287,345.59,3.208,22.32,22.32,22.32,22.601,3.719,237.027,22.549,22.481,68.481,8.503,8.325,-177.305,282.446,8.28,22.795,
428,2,1,1,15,26,316.601,3.82,370.445,3.148,22.199,22.199,22.199,22.619,3.147,237.754,22.409,22.345,63.629,4.817,4.665,-151.847,283.169,4.624,22.645,
429,3,1,1,16,26,373.936,3.191,350.325,3.584,22.368,22.368,22.368,22.595,4.292,236.227,22.599,22.532,67.245,9.752,9.632,-119.781,281.645,9.61,22.836,
430,4,1,1,13,27,334.711,3.299,369.143,3.397,22.315,22.315,22.315,22.6,3.719,237.795,22.539,22.473,65.689,7.278,7.143,-134.659,283.24,7.107,22.779,
431,5,1,1,14,27,352.778,3.205,371.754,3.274,22.201,22.201,22.201,22.598,4.387,237.169,22.431,22.364,66.879,8.736,8.583,-153.654,282.602,8.546,22.672,
432,6,24,24,15,27,373.142,3.558,342.836,2.789,9.057,9.057,,,,,,,,,,,,,,
433,7,1,1,16,27,362.499,3.258,353.022,2.967,22.342,22.342,22.342,22.622,6.676,236.779,22.56,22.498,61.935,8.227,8.114,-113.33,282.204,8.092,22.793,
434,0,1,1,9,26,396.838,3.517,398.705,3.404,22.109,22.109,22.109,22.568,3.815,238.522,22.346,22.272,74.02,5.449,5.377,-71.29,283.969,5.365,22.593,
435,1,1,1,10,26,386.889,3.316,352.414,3.233,22.262,22.262,22.262,22.577,5.341,237.085,22.504,22.429,75.211,6.488,6.378,-109.044,282.497,6.361,22.758,
436,2,1,1,11,26,322.573,3.846,376.41,3.173,22.186,22.186,22.186,22.602,6.008,237.799,22.407,22.338,69.443,3.285,3.14,-144.656,283.21,3.106,22.656,
