
Tester ID/Tester Station: 3381-P-XX-020B-001003/
Computer Name           : 3380P-ATE-1003
Handler/Prober Name     : (Temperature: 022.8 C)
Production ID           : 50A_550mV_4U
Test Program Name       : D:\Project\LLD\LLD_8_Site\LLDC_3380P_AOR09_260402\LLDC_3380P_AOR09_211206.pln
Device Name             :
Lot ID                  : NK13374
Wafer ID                : NK13374-02
Probe Card No           :
Load Board No           :
SFT                     :
OPERATOR                :
Test Start Date         : Fri May 08 11:55:42 2026
Test End Date           : Fri May 08 11:57:59 2026
Fail Retest Rate        : 0.000000 % (Gross:568, Sample:568)
Sequence All ON         : NO
PreLoad Pat(Time)       :
Craft Current User      : app
Craft Version           : CRAFT_3380_2.60-SP3
OutPut TDO              :  WaferMapTDO SummaryTDO DataLogTDO HistogramTDO
Run Card No             :
Rom Code                :
                                       


 Sample   Pass   Pass%   Fail   Fail%
   542   535    98.71%       7     1.29%

,,,,,,Contact(1),Contact(2),Contact(3),Contact(4),VZ0(5),VZ0(6),VZ0(7),IR0(8),DIR0(9),VF0(10),VZ1(11),VZ2(12),DVZ(13),IR2_1(14),IR2_1_1(15),DIR2_1(16),VF1(17),IR2_2(18),VZ3(19),
288,5,1,1,32,21,344.875,3.099,363.915,3.173,21.907,21.907,21.907,22.615,3.338,237.138,22.135,22.064,71.136,9.856,9.732,-123.731,282.587,9.716,22.376,
289,6,1,1,33,21,371.153,3.522,336.764,2.678,21.835,21.835,21.835,22.612,4.387,237.841,22.054,21.986,68.298,6.721,6.601,-120.028,283.29,6.578,22.289,
290,0,1,1,31,22,378.685,3.364,401.359,3.671,21.884,21.884,21.884,22.612,5.531,238.418,22.107,22.038,69.077,9.025,8.88,-144.454,283.848,8.84,22.34,
291,1,1,1,32,22,373.907,3.182,339.189,3.098,22.01,22.01,22.01,22.609,6.294,237.018,22.238,22.166,71.64,8.945,8.79,-154.585,282.444,8.758,22.478,
292,2,1,1,33,22,313.389,3.716,367.227,3.045,21.877,21.877,21.877,22.618,6.39,237.774,22.088,22.021,67.108,4.452,4.317,-134.984,283.194,4.283,22.325,
293,4,1,1,31,23,327.809,3.211,361.283,3.297,22.046,22.046,22.046,22.61,4.578,237.77,22.251,22.182,68.939,8.091,7.933,-157.76,283.208,7.888,22.483,
294,5,1,1,32,23,346.756,3.102,365.424,3.167,21.912,21.912,21.912,22.604,5.531,237.152,22.14,22.071,69.58,9.152,8.983,-168.43,282.601,8.942,22.382,
295,6,1,1,33,23,376.296,3.563,339.89,2.676,21.821,21.821,21.821,22.6,5.531,237.875,22.041,21.974,66.971,5.903,5.754,-148.381,283.318,5.712,22.278,
296,0,1,1,27,22,380.123,3.483,402.761,3.783,21.922,21.922,21.922,22.634,5.436,238.378,22.15,22.079,71.182,10.904,10.738,-166.096,283.81,10.691,22.392,
297,1,1,1,28,22,375.13,3.286,341.063,3.212,22.042,22.042,22.042,22.629,6.104,236.987,22.276,22.202,73.7,10.687,10.473,-214.756,282.407,10.42,22.524,
298,2,1,1,29,22,313.454,3.823,367.305,3.148,21.912,21.912,21.912,22.641,7.153,237.725,22.129,22.06,69.031,6.404,6.194,-209.562,283.138,6.139,22.375,
299,3,1,1,30,22,373.678,3.208,347.106,3.545,22.074,22.074,22.074,22.605,6.39,236.217,22.312,22.239,72.922,10.405,10.257,-148.145,281.641,10.226,22.554,
300,4,1,1,27,23,328.975,3.32,361.583,3.379,22.074,22.074,22.074,22.632,6.962,237.729,22.301,22.231,69.58,9.973,9.787,-185.574,283.164,9.736,22.543,
301,5,1,1,28,23,348.051,3.203,366.819,3.268,21.942,21.942,21.942,22.623,5.15,237.127,22.179,22.106,72.464,10.866,10.628,-237.745,282.561,10.567,22.429,
302,6,1,1,29,23,375.338,3.647,339.825,2.777,21.875,21.875,21.875,22.622,6.008,237.821,22.102,22.032,69.717,7.81,7.578,-231.608,283.261,7.513,22.351,
303,7,1,1,30,23,362.213,3.263,352.521,2.968,22.063,22.063,22.063,22.627,7.153,236.774,22.291,22.222,69.305,8.61,8.437,-173.558,282.21,8.399,22.534,
304,0,1,1,23,22,385.201,3.487,407.46,3.782,21.96,21.96,21.96,22.611,7.725,238.424,22.188,22.118,70.77,9.259,9.124,-134.625,283.861,9.09,22.429,
305,1,1,1,24,22,376.682,3.297,342.071,3.211,22.08,22.08,22.08,22.623,10.586,236.997,22.314,22.241,72.83,10.497,10.283,-214.15,282.418,10.237,22.561,
306,2,1,1,25,22,311.043,3.829,364.673,3.152,21.956,21.956,21.956,22.653,7.629,237.699,22.172,22.103,68.344,7.6,7.388,-212.254,283.116,7.335,22.416,
307,3,1,1,26,22,369.015,3.214,343.831,3.579,22.114,22.114,22.114,22.626,6.962,236.164,22.35,22.28,70.679,12.307,12.121,-185.708,281.589,12.081,22.592,
308,4,1,1,23,23,333.846,3.321,366.883,3.394,22.097,22.097,22.097,22.61,4.959,237.778,22.324,22.255,68.71,8.445,8.274,-170.304,283.221,8.228,22.567,
309,5,1,1,24,23,349.388,3.214,368.006,3.273,21.971,21.971,21.971,22.658,12.207,237.137,22.207,22.135,71.777,11.298,11.069,-228.915,282.573,11.013,22.457,
310,6,1,1,25,23,372.19,3.654,336.514,2.777,21.914,21.914,21.914,22.638,4.864,237.786,22.138,22.07,68.024,9.258,9.02,-238.082,283.23,8.957,22.386,
311,7,1,1,26,23,356.748,3.268,346.878,2.968,22.101,22.101,22.101,22.653,5.245,236.722,22.328,22.261,67.429,10.901,10.684,-216.854,282.15,10.634,22.571,
312,0,1,1,19,22,386.059,3.463,408.797,3.771,21.984,21.984,21.984,22.603,4.578,238.45,22.212,22.141,70.724,8.658,8.546,-111.378,283.885,8.525,22.452,
313,1,1,1,20,22,380.309,3.264,346.284,3.196,22.115,22.115,22.115,22.598,5.436,237.048,22.348,22.275,72.601,8.556,8.406,-149.772,282.46,8.38,22.595,
314,2,1,1,21,22,315.828,3.802,369.873,3.131,21.996,21.996,21.996,22.62,7.248,237.764,22.212,22.144,68.573,5.182,5.027,-154.888,283.171,4.995,22.456,
315,3,1,1,22,22,372.19,3.188,348.966,3.595,22.152,22.152,22.152,22.602,6.39,236.212,22.39,22.318,71.228,10.6,10.468,-132.179,281.632,10.447,22.631,
316,4,1,1,19,23,333.652,3.294,366.869,3.371,22.129,22.129,22.129,22.607,4.482,237.79,22.355,22.286,69.031,8.178,8.038,-140.123,283.229,8.007,22.597,
317,5,1,1,20,23,352.929,3.191,371.854,3.26,22.013,22.013,22.013,22.597,4.673,237.182,22.249,22.178,70.496,8.983,8.813,-169.474,282.612,8.779,22.498,
318,6,1,1,21,23,376.847,3.632,341.699,2.762,21.952,21.952,21.952,22.606,3.91,237.85,22.177,22.108,68.802,6.797,6.624,-172.963,283.29,6.584,22.426,
319,7,1,1,22,23,361.154,3.248,351.634,2.952,22.127,22.127,22.127,22.623,4.482,236.775,22.357,22.289,68.665,8.658,8.509,-149.581,282.206,8.481,22.601,
320,0,1,1,15,22,385.966,3.484,408.618,3.79,21.938,21.938,21.938,22.609,7.343,238.438,22.168,22.097,71.274,9.043,8.905,-138.631,283.875,8.873,22.41,
321,1,1,1,16,22,380.144,3.293,345.926,3.216,22.074,22.074,22.074,22.606,8.297,237.032,22.31,22.237,72.922,9.093,8.926,-166.321,282.449,8.893,22.559,
322,2,1,1,17,22,315.564,3.822,369.558,3.15,21.974,21.974,21.974,22.627,8.106,237.748,22.193,22.124,68.253,5.721,5.528,-193.091,283.164,5.48,22.438,
323,3,1,1,18,22,373.271,3.205,348.043,3.564,22.155,22.155,22.155,22.602,8.678,236.214,22.393,22.322,70.999,10.585,10.46,-124.483,281.634,10.44,22.635,
324,4,1,1,15,23,333.095,3.307,366.268,3.379,22.086,22.086,22.086,22.612,5.245,237.783,22.314,22.245,69.031,8.525,8.367,-157.771,283.218,8.328,22.556,
325,5,1,1,16,23,351.849,3.207,370.789,3.274,21.965,21.965,21.965,22.606,4.578,237.166,22.203,22.131,71.869,9.664,9.481,-183.072,282.596,9.444,22.454,
326,6,1,1,17,23,375.023,3.636,340.24,2.774,21.921,21.921,21.921,22.617,6.294,237.829,22.148,22.079,68.802,7.659,7.47,-189.041,283.266,7.426,22.397,
327,7,1,1,18,23,360.003,3.26,350.375,2.966,22.133,22.133,22.133,22.632,7.439,236.756,22.362,22.294,68.207,9.441,9.287,-153.822,282.18,9.258,22.605,
328,0,1,1,11,22,387.547,3.478,410.342,3.784,21.91,21.91,21.91,22.602,7.057,238.456,22.14,22.067,73.151,8.22,8.099,-120.612,283.889,8.073,22.38,
329,1,1,1,12,22,378.485,3.284,344.067,3.204,22.051,22.051,22.051,22.616,7.725,237.019,22.286,22.212,73.929,9.611,9.414,-197.119,282.436,9.371,22.533,
330,2,1,1,13,22,312.152,3.811,366.29,3.145,21.951,21.951,21.951,22.646,7.915,237.718,22.168,22.099,69.031,6.884,6.673,-210.852,283.128,6.62,22.413,
331,3,1,1,14,22,370.538,3.195,342.808,3.506,22.119,22.119,22.119,22.614,8.678,236.188,22.359,22.288,71.365,11.389,11.227,-161.609,281.604,11.197,22.602,
332,4,1,1,11,23,336.721,3.314,369.208,3.374,22.061,22.061,22.061,22.598,6.866,237.815,22.289,22.218,70.404,7.186,7.064,-121.532,283.253,7.035,22.53,
333,5,1,1,12,23,351.348,3.198,370.245,3.268,21.956,21.956,21.956,22.611,6.485,237.16,22.193,22.12,72.968,9.782,9.589,-193.742,282.587,9.543,22.442,
334,6,1,1,13,23,371.618,3.62,337.172,2.771,21.913,21.913,21.913,22.633,6.008,237.801,22.138,22.068,69.717,8.765,8.549,-216.08,283.233,8.492,22.385,
335,7,1,1,14,23,357.757,3.25,348.222,2.959,22.105,22.105,22.105,22.643,5.054,236.733,22.335,22.265,69.443,10.086,9.919,-166.792,282.156,9.885,22.577,
336,1,1,1,8,22,384.099,3.187,349.717,3.107,22.015,22.015,22.015,22.57,2.861,237.134,22.231,22.164,67.017,5.924,5.843,-80.872,282.612,5.832,22.458,
337,2,1,1,9,22,315.914,3.719,369.716,3.043,21.914,21.914,21.914,22.605,3.338,238.214,22.116,22.053,63.446,3.607,3.481,-126.525,283.634,3.45,22.347,
338,3,1,1,10,22,372.941,3.101,345.104,3.404,22.082,22.082,22.082,22.582,3.147,236.275,22.306,22.24,65.689,8.721,8.596,-125.077,281.737,8.567,22.536,
339,5,1,1,8,23,358,3.104,376.647,3.166,21.906,21.906,21.906,22.565,2.861,237.287,22.126,22.06,65.552,6.03,5.954,-76.81,282.773,5.941,22.354,
340,6,1,1,9,23,376.604,3.525,342.028,2.67,21.869,21.869,21.869,22.588,3.242,238.31,22.081,22.017,63.263,5.013,4.881,-131.989,283.759,4.846,22.315,
341,7,1,1,10,23,360.947,3.154,351.276,2.858,22.067,22.067,22.067,22.605,2.956,236.827,22.283,22.221,61.615,7.008,6.863,-144.824,282.303,6.825,22.513,
342,1,1,1,8,24,382.361,3.079,349.488,3.019,21.997,21.997,21.997,22.557,3.624,237.175,22.217,22.15,67.062,4.896,4.836,-60.037,282.662,4.829,22.445,
343,2,1,1,9,24,313.118,3.602,368.822,2.96,21.908,21.908,21.908,22.591,4.101,238.249,22.115,22.051,64.178,2.502,2.408,-93.797,283.67,2.388,22.347,
344,3,1,1,10,24,368.464,2.985,340.197,3.269,22.087,22.087,22.087,22.573,1.907,236.288,22.317,22.251,65.14,8.026,7.912,-113.566,281.758,7.888,22.547,
345,5,1,1,8,25,356.698,2.995,377.054,3.087,21.876,21.876,21.876,22.552,2.48,237.329,22.103,22.037,66.147,5.026,4.958,-68.036,282.83,4.945,22.334,
346,6,1,1,9,25,373.914,3.419,340.784,2.59,21.862,21.862,21.862,22.577,2.575,238.335,22.079,22.015,64.27,4.136,4.035,-100.54,283.784,4.013,22.315,
347,7,1,1,10,25,356.491,3.045,348.38,2.779,22.06,22.06,22.06,22.598,2.575,236.841,22.282,22.22,61.707,6.447,6.336,-110.761,282.314,6.313,22.515,
348,0,1,1,11,24,391.438,3.489,414.226,3.799,21.923,21.923,21.923,22.587,6.676,238.485,22.153,22.082,70.999,7.131,7.01,-120.881,283.919,6.974,22.396,
349,1,1,1,12,24,382.383,3.297,348.079,3.219,22.064,22.064,22.064,22.6,6.771,237.048,22.298,22.226,72.098,8.383,8.211,-172.278,282.47,8.168,22.547,
350,2,1,1,13,24,314.67,3.828,368.629,3.157,21.961,21.961,21.961,22.637,6.771,237.735,22.178,22.109,68.253,6.202,6.001,-201.36,283.143,5.947,22.423,
351,3,1,1,14,24,372.226,3.208,344.532,3.518,22.129,22.129,22.129,22.61,4.196,236.198,22.369,22.298,71.182,11.004,10.85,-153.508,281.616,10.818,22.612,
352,4,1,1,11,25,340.476,3.322,373.993,3.404,22.074,22.074,22.074,22.584,5.627,237.847,22.288,22.217,71.136,6.11,5.978,-132.516,283.287,5.938,22.53,
353,5,1,1,12,25,355.597,3.214,374.451,3.284,21.968,21.968,21.968,22.595,6.294,237.195,22.206,22.134,71.503,8.511,8.335,-175.476,282.629,8.291,22.457,
354,6,1,1,13,25,376.06,3.654,340.626,2.784,21.923,21.923,21.923,22.621,7.248,237.823,22.149,22.08,68.985,7.767,7.551,-215.665,283.261,7.489,22.397,
355,7,1,1,14,25,360.246,3.269,350.69,2.976,22.113,22.113,22.113,22.635,6.771,236.749,22.343,22.275,67.932,9.508,9.317,-191.778,282.178,9.271,22.587,
356,0,1,1,15,24,387.282,3.483,410.085,3.795,21.939,21.939,21.939,22.603,6.294,238.455,22.171,22.1,71.091,8.514,8.378,-136.6,283.892,8.343,22.414,
357,1,1,1,16,24,380.602,3.287,346.212,3.208,22.061,22.061,22.061,22.602,6.58,237.037,22.299,22.227,72.51,8.809,8.635,-174.332,282.461,8.599,22.55,
358,2,1,1,17,24,315.127,3.82,369.165,3.149,21.956,21.956,21.956,22.628,5.817,237.745,22.176,22.107,68.619,5.766,5.59,-176.766,283.159,5.548,22.423,
359,3,1,1,18,24,372.827,3.202,345.268,3.514,22.139,22.139,22.139,22.603,5.341,236.213,22.38,22.309,70.999,10.711,10.565,-146.002,281.632,10.54,22.623,
360,4,1,1,15,25,333.91,3.304,367.842,3.393,22.083,22.083,22.083,22.608,4.387,237.787,22.314,22.244,69.26,8.154,8.008,-146.305,283.231,7.97,22.558,
361,5,1,1,16,25,351.92,3.201,370.86,3.271,21.96,21.96,21.96,22.606,4.768,237.168,22.201,22.129,71.686,9.597,9.401,-196.636,282.598,9.357,22.454,
362,6,1,1,17,25,376.089,3.652,340.354,2.774,21.92,21.92,21.92,22.618,4.387,237.83,22.135,22.064,71.136,7.697,7.49,-206.745,283.27,7.44,22.382,
363,7,1,1,18,25,360.646,3.257,351.112,2.965,22.114,22.114,22.114,22.631,5.054,236.761,22.347,22.278,68.985,9.27,9.116,-153.912,282.191,9.088,22.591,
364,0,1,1,19,24,387.812,3.494,409.791,3.778,21.976,21.976,21.976,22.603,7.343,238.454,22.206,22.135,70.908,8.585,8.46,-125.436,283.888,8.431,22.448,
365,1,1,1,20,24,383.012,3.297,348.251,3.207,22.106,22.106,22.106,22.594,6.771,237.057,22.342,22.269,72.739,8.168,8.012,-156.178,282.478,7.982,22.59,
366,2,1,1,21,24,319.476,3.826,373.263,3.148,21.982,21.982,21.982,22.61,4.959,237.785,22.201,22.132,68.527,4.368,4.215,-153.25,283.195,4.182,22.447,
367,3,1,1,22,24,376.911,3.212,349.603,3.533,22.131,22.131,22.131,22.587,4.578,236.246,22.372,22.3,72.327,9.362,9.239,-122.822,281.674,9.22,22.615,
368,4,1,1,19,25,335.419,3.325,368.764,3.402,22.11,22.11,22.11,22.608,5.15,237.796,22.339,22.269,70.358,8.16,8.029,-131.607,283.234,8,22.581,
369,5,1,1,20,25,355.103,3.213,373.657,3.273,21.994,21.994,21.994,22.596,4.959,237.191,22.233,22.16,72.556,8.794,8.63,-164.043,282.63,8.598,22.484,
370,6,1,1,21,25,381.532,3.67,345.232,2.782,21.926,21.926,21.926,22.599,3.815,237.879,22.155,22.085,70.129,6.11,5.95,-160.386,283.315,5.914,22.404,
371,7,1,1,22,25,366.161,3.269,356.283,2.969,22.101,22.101,22.101,22.609,3.815,236.81,22.334,22.264,69.58,7.508,7.381,-126.76,282.249,7.36,22.578,
372,0,1,1,23,24,388.184,3.493,403.175,3.628,21.939,21.939,21.939,22.6,5.627,238.452,22.17,22.098,71.777,8.353,8.22,-133.413,283.889,8.185,22.413,
373,1,1,1,24,24,379.686,3.302,344.231,3.197,22.066,22.066,22.066,22.611,6.771,237.025,22.302,22.229,72.464,9.509,9.321,-187.571,282.444,9.274,22.551,
374,2,1,1,25,24,313.647,3.835,367.599,3.164,21.958,21.958,21.958,22.643,6.008,237.719,22.175,22.108,67.337,6.825,6.59,-235.187,283.138,6.514,22.421,
375,3,1,1,26,24,371.161,3.218,344.539,3.56,22.124,22.124,22.124,22.618,6.866,236.181,22.362,22.292,70.587,11.694,11.508,-186.101,281.612,11.458,22.605,
376,4,1,1,23,25,336.943,3.329,370.08,3.403,22.085,22.085,22.085,22.6,6.866,237.804,22.3,22.228,71.732,7.565,7.423,-142.109,283.244,7.385,22.541,
377,5,1,1,24,25,352.342,3.221,371.218,3.289,21.965,21.965,21.965,22.61,7.343,237.164,22.204,22.132,72.006,9.933,9.703,-230.284,282.597,9.636,22.456,
378,6,1,1,25,25,373.378,3.62,339.897,2.795,21.917,21.917,21.917,22.627,9.441,237.812,22.144,22.076,68.207,8.437,8.154,-282.86,283.257,8.054,22.395,
379,7,1,1,26,25,360.346,3.278,350.783,2.985,22.108,22.108,22.108,22.639,6.676,236.747,22.338,22.27,68.024,9.798,9.578,-220.815,282.186,9.51,22.582,
380,0,1,1,27,24,383.928,3.497,406.179,3.799,21.933,21.933,21.933,22.62,6.199,238.406,22.162,22.091,71.274,9.782,9.625,-156.627,283.84,9.579,22.404,
381,1,1,1,28,24,379.35,3.305,344.961,3.225,22.048,22.048,22.048,22.612,7.057,237.017,22.283,22.21,72.876,9.416,9.209,-207.261,282.437,9.151,22.533,
382,2,1,1,29,24,317.338,3.84,371.253,3.168,21.923,21.923,21.923,22.626,5.817,237.758,22.141,22.072,68.848,5.283,5.082,-201.001,283.167,5.02,22.388,
383,3,1,1,30,24,376.84,3.229,351.806,3.592,22.09,22.09,22.09,22.593,7.629,236.237,22.329,22.257,72.098,9.523,9.381,-141.346,281.669,9.35,22.572,
384,4,1,1,27,25,333.102,3.336,366.926,3.425,22.079,22.079,22.079,22.618,7.057,237.766,22.307,22.237,69.443,8.844,8.665,-179.313,283.196,8.61,22.551,
385,5,1,1,28,25,352.65,3.225,371.368,3.286,21.949,21.949,21.949,22.607,5.722,237.161,22.188,22.116,71.182,9.57,9.335,-234.11,282.596,9.265,22.441,
386,6,1,1,29,25,379.286,3.688,342.865,2.795,21.886,21.886,21.886,22.611,7.248,237.846,22.114,22.046,68.893,7.001,6.754,-246.979,283.285,6.67,22.366,
387,7,1,1,30,25,364.609,3.285,354.853,2.985,22.073,22.073,22.073,22.619,6.199,236.786,22.304,22.235,68.665,8.032,7.858,-173.501,282.23,7.814,22.549,
388,0,1,1,31,24,375.245,3.259,397.868,3.561,21.898,21.898,21.898,22.603,4.292,238.438,22.115,22.051,63.171,8.262,8.142,-120.017,283.865,8.106,22.342,
389,1,1,1,32,24,370.681,3.069,336.599,2.994,22.016,22.016,22.016,22.597,5.341,237.042,22.238,22.174,63.904,8.073,7.898,-175.51,282.471,7.843,22.472,
390,2,1,1,33,24,312.152,3.603,366.933,2.947,21.858,21.858,21.858,22.599,2.766,237.824,22.064,22.003,61.34,3.11,2.999,-110.727,283.242,2.963,22.291,
391,4,1,1,31,25,324.011,3.104,356.29,3.155,22.039,22.039,22.039,22.603,3.815,237.789,22.255,22.191,63.492,7.513,7.389,-123.731,283.223,7.354,22.484,
392,5,1,1,32,25,344.846,2.996,364.38,3.068,21.914,21.914,21.914,22.59,4.101,237.192,22.14,22.075,64.865,8.097,7.916,-181.467,282.638,7.859,22.377,
393,6,1,1,33,25,377.011,3.434,342.772,2.577,21.794,21.794,21.794,22.575,3.624,237.951,22.014,21.949,65.46,4.001,3.89,-110.727,283.398,3.854,22.247,
394,0,1,1,29,26,390.501,3.512,412.073,3.79,21.914,21.914,21.914,22.596,5.054,238.465,22.145,22.073,71.548,7.811,7.681,-130.115,283.888,7.644,22.388,
395,1,1,1,30,26,384.521,3.32,350.718,3.251,22.039,22.039,22.039,22.594,4.864,237.059,22.275,22.201,74.341,7.861,7.696,-165.008,282.484,7.658,22.526,
396,2,1,1,31,26,321.121,3.856,375.574,3.197,21.899,21.899,21.899,22.611,3.719,237.783,22.12,22.048,72.556,4.049,3.904,-144.757,283.199,3.871,22.366,
397,3,1,1,32,26,383.391,3.244,360.503,3.664,22.063,22.063,22.063,22.572,5.15,236.298,22.304,22.229,74.753,7.837,7.735,-102.054,281.73,7.718,22.547,
398,4,1,1,29,27,339.174,3.338,372.999,3.422,22.064,22.064,22.064,22.594,3.242,237.823,22.278,22.206,71.64,6.878,6.733,-145.318,283.258,6.692,22.519,
399,5,1,1,30,27,356.777,3.239,376.253,3.318,21.938,21.938,21.938,22.593,5.531,237.197,22.176,22.102,73.334,8.317,8.151,-165.468,282.635,8.113,22.428,
400,6,1,1,31,27,379.837,3.602,348.966,2.828,21.863,21.863,21.863,22.593,8.011,237.891,22.089,22.019,69.717,5.432,5.269,-163.516,283.33,5.229,22.337,
401,7,1,1,32,27,373.986,3.305,365.059,3.023,22.025,22.025,22.025,22.592,6.676,236.877,22.257,22.186,70.908,5.837,5.725,-111.389,282.324,5.7,22.502,
402,0,1,1,25,26,385.265,3.488,405.786,3.746,21.943,21.943,21.943,22.616,6.39,238.426,22.171,22.101,70.267,9.461,9.306,-154.484,283.858,9.261,22.413,
403,1,1,1,26,26,379.3,3.297,344.038,3.196,22.08,22.08,22.08,22.614,7.534,237.022,22.314,22.242,72.739,9.567,9.359,-207.901,282.444,9.301,22.562,
404,2,1,1,27,26,316.379,3.832,370.238,3.157,21.953,21.953,21.953,22.628,6.39,237.756,22.171,22.103,67.566,5.592,5.357,-234.581,283.162,5.281,22.417,
405,3,1,1,28,26,376.017,3.217,350.69,3.578,22.103,22.103,22.103,22.595,5.531,236.238,22.344,22.272,71.823,9.727,9.58,-147.808,281.669,9.542,22.588,
406,4,1,1,25,27,334.547,3.329,366.182,3.365,22.082,22.082,22.082,22.615,4.101,237.785,22.308,22.239,68.619,8.533,8.372,-160.644,283.214,8.328,22.549,
407,5,1,1,26,27,352.714,3.213,371.525,3.278,21.968,21.968,21.968,22.608,6.199,237.171,22.205,22.133,72.327,9.655,9.446,-209.752,282.607,9.394,22.455,
408,6,1,1,27,27,375.373,3.591,343.065,2.782,21.904,21.904,21.904,22.61,5.913,237.852,22.131,22.061,69.443,6.887,6.691,-196.659,283.289,6.636,22.38,
409,7,1,1,28,27,365.367,3.274,355.718,2.975,22.079,22.079,22.079,22.615,6.294,236.804,22.31,22.24,69.809,7.733,7.589,-143.691,282.245,7.558,22.554,
410,0,1,1,21,26,389.75,3.489,412.009,3.789,21.936,21.936,21.936,22.592,6.104,238.471,22.168,22.097,71.274,7.665,7.55,-115.698,283.907,7.521,22.411,
411,1,1,1,22,26,384.336,3.294,349.989,3.216,22.061,22.061,22.061,22.587,5.722,237.07,22.299,22.227,72.281,7.593,7.429,-164.615,282.495,7.389,22.55,
412,2,1,1,23,26,318.94,3.828,372.992,3.161,21.95,21.95,21.95,22.615,5.722,237.775,22.169,22.102,67.52,4.746,4.55,-195.683,283.19,4.491,22.416,
413,3,1,1,24,26,374.901,3.216,349.617,3.578,22.118,22.118,22.118,22.601,6.58,236.224,22.358,22.287,70.221,10.356,10.191,-164.111,281.65,10.15,22.601,
414,4,1,1,21,27,338.044,3.31,371.568,3.395,22.064,22.064,22.064,22.592,6.199,237.825,22.294,22.225,68.893,6.888,6.749,-138.844,283.261,6.712,22.538,
415,5,1,1,22,27,357.685,3.212,376.761,3.286,21.947,21.947,21.947,22.584,6.39,237.216,22.188,22.117,71.091,7.836,7.663,-173.513,282.653,7.618,22.441,
416,6,1,1,23,27,377.762,3.598,345.368,2.791,21.9,21.9,21.9,22.601,8.392,237.87,22.127,22.059,67.978,6.323,6.115,-207.475,283.314,6.051,22.378,
417,7,1,1,24,27,363.371,3.274,353.901,2.983,22.091,22.091,22.091,22.626,6.294,236.778,22.32,22.254,66.559,8.734,8.555,-178.864,282.217,8.508,22.564,
418,0,1,1,17,26,384.3,3.473,405.142,3.735,21.935,21.935,21.935,22.611,5.531,238.427,22.167,22.096,70.45,9.201,9.066,-135.736,283.862,9.031,22.41,
419,1,1,1,18,26,377.719,3.283,342.944,3.192,22.081,22.081,22.081,22.613,5.245,237.014,22.316,22.245,71.686,9.666,9.473,-193.405,282.437,9.428,22.566,
420,2,1,1,19,26,316.1,3.814,370.231,3.146,21.974,21.974,21.974,22.625,6.104,237.76,22.192,22.125,67.154,5.478,5.284,-193.955,283.171,5.232,22.438,
421,3,1,1,20,26,375.395,3.198,350.232,3.565,22.133,22.133,22.133,22.592,5.054,236.24,22.374,22.303,70.77,9.704,9.572,-132.381,281.666,9.543,22.618,
422,4,1,1,17,27,332.272,3.299,365.524,3.374,22.066,22.066,22.066,22.612,3.91,237.775,22.297,22.228,68.436,8.496,8.342,-154.091,283.207,8.303,22.541,
423,5,1,1,18,27,350.69,3.2,369.601,3.268,21.968,21.968,21.968,22.611,4.673,237.154,22.207,22.135,71.503,9.98,9.775,-205.444,282.594,9.725,22.458,
424,6,1,1,19,27,373.764,3.548,342.915,2.773,21.919,21.919,21.919,22.609,5.245,237.854,22.146,22.079,67.566,6.945,6.73,-215.014,283.295,6.67,22.396,
425,7,1,1,20,27,364.001,3.256,354.524,2.963,22.095,22.095,22.095,22.617,5.531,236.797,22.326,22.259,67.337,8.105,7.927,-178.662,282.235,7.886,22.572,
426,0,1,1,13,26,385.938,3.479,408.247,3.776,21.949,21.949,21.949,22.609,5.341,238.441,22.179,22.109,70.358,8.885,8.736,-148.223,283.875,8.694,22.423,
427,1,1,1,14,26,379.014,3.286,344.245,3.198,22.08,22.08,22.08,22.61,5.627,237.026,22.316,22.244,71.823,9.297,9.091,-206.027,282.438,9.039,22.568,
428,2,1,1,15,26,316.544,3.817,370.517,3.147,21.955,21.955,21.955,22.623,5.245,237.759,22.176,22.107,68.39,5.228,5.043,-185.506,283.167,4.994,22.425,
429,3,1,1,16,26,374.129,3.201,347.786,3.54,22.113,22.113,22.113,22.597,5.817,236.226,22.355,22.284,70.77,10.081,9.946,-135.209,281.643,9.92,22.601,
430,4,1,1,13,27,334.468,3.308,367.463,3.378,22.084,22.084,22.084,22.607,6.008,237.793,22.312,22.244,68.665,7.933,7.786,-146.451,283.229,7.747,22.558,
431,5,1,1,14,27,351.834,3.203,370.739,3.272,21.967,21.967,21.967,22.606,6.771,237.167,22.207,22.135,71.915,9.533,9.331,-202.314,282.594,9.282,22.461,
432,6,1,1,15,27,374.765,3.573,342.844,2.774,21.902,21.902,21.902,22.607,6.866,237.855,22.132,22.064,68.756,6.723,6.532,-191.43,283.292,6.479,22.385,
433,7,1,1,16,27,362.399,3.259,352.936,2.965,22.082,22.082,22.082,22.623,5.913,236.779,22.315,22.248,67.383,8.495,8.344,-150.692,282.206,8.312,22.563,
434,0,9,9,9,26,399.47,3.51,420.871,3.788,21.868,21.868,21.868,23.418,293.922,,,,,,,,,,,
435,1,1,1,10,26,389.986,3.313,355.017,3.219,22.011,22.011,22.011,22.567,6.962,237.112,22.239,22.168,70.175,5.762,5.68,-81.601,282.527,5.668,22.478,
436,2,1,1,11,26,324.368,3.839,378.385,3.172,21.934,21.934,21.934,22.595,7.534,237.815,22.146,22.08,65.826,2.897,2.765,-132.123,283.231,2.732,22.386,
